PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Andrefouet, S; Berkelmans, R; Odriozola, L; Done, T; Oliver, J; Muller-Karger, F				Andrefouet, S; Berkelmans, R; Odriozola, L; Done, T; Oliver, J; Muller-Karger, F			Choosing the appropriate spatial resolution for monitoring coral bleaching events using remote sensing	CORAL REEFS												Bleached corals provide a strong optical signal that suggests that remote sensing investigations of major bleaching events are feasible using airborne or satellite sensors. However, patchy coral cover, varying intensities of bleaching, and water depths are likely to limit the application of remote sensing techniques in monitoring and mapping coral bleaching. Today, satellite multispectral sensors routinely provide images of reefs from 4 m (Ikonos) to 30 m resolution (Landsat); however, the adequacy of these sensors for monitoring and mapping bleaching events remains unclear. To clarify these issues, scanned aerial photographs acquired during the 1998 bleaching event over the Great Barrier Reef (Australia) were analyzed at various spatial resolutions, from 10 cm to 5 in. We found that the accuracy of mapping bleaching is highly sensitive to spatial resolution. Highest accuracy was obtained at 10 cm resolution for detection of totally bleached colonies. At 1 m resolution, as much as 50% of the 10-cm resolution signal is lost, though the spatial patterns remain correctly described. Partially bleached (pale) corals are difficult to detect even in aerial surveys, leading to an underestimation of overall bleaching levels (total and partial bleaching) in aerial photos compared to in-situ surveys. If data volume and,processing time are limiting factors, local variance analysis suggests that the optimal resolution necessary to capture spatial patterns of bleaching is in the range 40-80 cm.																	0722-4028					JUL	2002	21	2					147	154		10.1007/s00338-002-0233-x								WOS:000177495000006						
J	Walter, DJ; Lambert, DN; Young, DC				Walter, DJ; Lambert, DN; Young, DC			Sediment facies determination using acoustic techniques in a shallow-water carbonate environment, Dry Tortugas, Florida	MARINE GEOLOGY												Two high-frequency acoustic seafloor classification systems (12- and 15-kHz) were used in conjunction with sediment core analysis to characterize sediment facies at a study site near Garden Key in Dry Tortugas, Florida. The acoustic system uses echo return amplitude to compute acoustic impedance that is then correlated with sampled sediment impedance values calculated from wet bulk density and compressional wave velocity. Several bottom provinces were identified using the 15-kHz data to construct a real-time map of ship tracks in colors that represent the surficial sediment facies type. Sediment facies over the entire study site (36 km 2) range from sandy silts to exposed limestone rock and coral reef structures. Color contour maps using the 12-kHz data, created after correlating acoustic impedance predictions with core measured sediment properties, validates the initial facies pattern predictions made in real-time. The sediment facies patterns indicate a long-term pattern of deposition of fine-grained, silt-sized, surficial sediments in an area adjacent to the emergent carbonate embankment. Two-dimensional acoustic profiles along survey tracklines also provide cross-sectional views of seafloor and subbottom stratigraphy that confirm the buildup of these fine sediments in the northwest corner of the study site. A generous supply of sediment resulting from an abundance of benthic green algae (Halimeda sp.) on adjacent shallow platforms form a thick sequence of fine sandy silt at the base of the southeastern edge of the embankment and fringing reef. Sediment cover over the limestone bedrock thins and becomes coarse southeast of Garden and Bush Keys, suggesting the likely existence of a dominant flow around the shallow carbonate embankment that restricts export of fine sediments out of the area. Published by Elsevier Science B.V.																	0025-3227					APR 10	2002	182	1-2					161	177	PII S0025-3227(01)00233-X	10.1016/S0025-3227(01)00233-X								WOS:000175747000009						
J	Andrefouet, S; Mumby, PJ; McField, M; Hu, C; Muller-Karger, FE				Andrefouet, S; Mumby, PJ; McField, M; Hu, C; Muller-Karger, FE			Revisiting coral reef connectivity	CORAL REEFS												A large river plume generated by anomalous precipitation and oceanic circulation associated with Hurricane Mitch was detected off Honduras in October 1998 using SeaWiFS ocean color images. This event provides the background for analyzing connectivity between coral reefs and land in the Meso-American reef system. We discuss the potential implications of such short-term events for disease propagation and nutrification, and their potential significance in evolutionary processes.				Mumby, Peter/F-9914-2010; hu, chuanmin/J-5021-2012													0722-4028					APR	2002	21	1					43	48		10.1007/s00338-001-0199-0								WOS:000175608200008						
J	Yamano, H; Tamura, M; Kunii, Y; Hidaka, M				Yamano, H; Tamura, M; Kunii, Y; Hidaka, M			Hyperspectral remote sensing and radiative transfer simulation as a tool for monitoring coral reef health	MARINE TECHNOLOGY SOCIETY JOURNAL												Recent advances in the remote sensing of coral reefs include hyperspectral remote sensing and radiative transfer modeling. Hyperspectral data can be regarded as continuous and the derivative spectroscopy is effective for extracting coral reef components, including sand, macroalgae, and healthy, bleached, recently dead, and old dead coral. Radiative transfer models are effective for feasibility studies of satellite or airborne remote sensing. Using these techniques, we simulate and analyze the apparent reflectance of coral reef benthic features associated with bleaching events, obtained by hyperspectral sensors on various platforms (ROV, boat, airplane, and satellite), and suggest that the coral reef health on reef fiats can be discriminated precisely. Remote sensing using hyperspectral sensors should significantly contribute to mapping and monitoring coral reef health.																	0025-3324					SPR	2002	36	1					4	13		10.4031/002533202787914205								WOS:000175937700002						
J	Holden, H				Holden, H			Characterisation of optical water quality in Bunaken National Marine Park, North Sulawesi, Indonesia	SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY												Effective passive optical remote sensing of submerged coral reef ecosystems requires not only appropriate atmospheric correction, but also water column correction. Algorithms accounting for atmospheric effects are fairly well established and readily available, but water column correction algorithms are still under development. Many approaches to water column correction assume horizontal homogeneity and strict adherence to Beer's Law of logarithmic vertical attenuation, which may not be the case in many coral reef ecosystems. Water column optical properties were measured using a multispectral dropsonde radiometer in Bunaken National Marine Park, North Sulawesi, Indonesia, to examine the vertical and horizontal variability of light in a typical coral reef environment. This largely descriptive case study demonstrates the complexity of the interaction of light in shallow coastal environments with often highly reflective substrata and serves to warn against assumptions of water optical property homogeneity. Downwelling attenuation coefficients are provided for use in water column correction of future remote sensing missions.																	0129-7619					MAR	2002	23	1					23	36		10.1111/1467-9493.00116								WOS:000175215700002						
J	Hedley, JD; Mumby, PJ				Hedley, JD; Mumby, PJ			Biological and remote sensing perspectives of pigmentation in coral reef organisms	ADVANCES IN MARINE BIOLOGY, VOL 43	ADVANCES IN MARINE BIOLOGY															Mumby, Peter/F-9914-2010													0065-2881						2002	43						277	317		10.1016/S0065-2881(02)43006-4								WOS:000177426600004	12154614					
J	Holden, H; LeDrew, E				Holden, H; LeDrew, E			Effects of the water column on hyperspectral reflectance of submerged coral reef features	BULLETIN OF MARINE SCIENCE					International Conference on Scientific Aspects of Coral Reef Assessment Monitoring and Restoration	APR 14-16, 1999	FT LAUDERDALE, FLORIDA					Remote sensing technology has many attributes that would be beneficial to monitoring submerged coral reef ecosystems, such as the ability to revisit a large study area repetitively and consistently without the necessity of large teams of field researchers. One limiting factor., however, is the difficulty in accounting for the variable effects of the water column on the optical reflectance characteristics of submerged features. These variable water column effects have been observed as depth, bottom-type, and wavelength dependent; such complex modifications limit the accuracy of remote identification of submerged coral reef features. In a preliminary attempt to examine the extent of the problem in a complex coral reef ecosystem, in situ hyperspectral reflectance measurements were collected in the U.S. Virgin Islands at various depths over different substrate types in water of consistent optical quality. A comparison is made between hyperspectral reflectance measured at the top and bottom of the water column in different water depths over different substrate types in an effort to alert users of remotely sensed data of the potential problems of identifying submerged features without appropriate corrections. While most coral reef remote sensing projects assume vertical and horizontal homogeneity of water optical properties and consider variation in optical reflectance representative of change in bottom type, this preliminary study reveals that the case is more complex and appreciable effort must be made to correct for the effects of the water column for accurate identification of submerged features.																	0007-4977					SEP	2001	69	2					685	699										WOS:000172609000037						
J	Holden, H; LeDrew, E				Holden, H; LeDrew, E			Hyperspectral discrimination of healthy versus stressed corals using in situ reflectance	JOURNAL OF COASTAL RESEARCH												Remote sensing technology has many attributes that would be beneficial to monitoring submerged coral reef ecosystems such as the ability to revisit a site repetitively and consistently. One of the limiting factors, however, is the lack of a quantitative means of discriminating optically similar features such as healthy coral and algae-covered surfaces. We have shown previously that common coral reef features are optically similar to the naked eye, but can be discriminated using hyperspectral technology, thus reducing misclassification. The greatest source of classification error is a result of optical confusion between healthy coral and algae-covered surfaces even when high spectral resolution data is considered. This is an important distinction to make since an unhealthy coral is susceptible to rapid colonization by macroalgae and remote monitoring missions must be able to distinguish between these ecosystem phases. A high spectral resolution in situ library is presented and evaluated for potential use as a classification system for hyperspectral remotely sensed images of coral reef environments.																	0749-0208					FAL	2001	17	4					850	858										WOS:000172520100007						
J	Phinney, JT; Muller-Karger, F; Dustan, P; Sobel, J				Phinney, JT; Muller-Karger, F; Dustan, P; Sobel, J			Using remote sensing to reassess the mass mortality of Diadema antillarum 1983-1984	CONSERVATION BIOLOGY												The 1983-1984 mass mortality of the sea urchin Diadema antillarum remains one of the most severe die-offs ever recorded in the Caribbean. Before 1983, the herbivore D. antillarum was pervasive on coral reefs in the region. Nine months after first detection of the mass mortality, 95% of the urchins had perished, and algal cover of coral increased between 100% and 250%. A water-borne pathogen was hypothesized as the causative agent, but it was never isolated. To date, surface current patterns have been used exclusively to explain both the cause and the distribution patterns of The mortality event. Using archived satellite images, were-examined the water-borne pathogen hypothesis and investigated whether other mechanisms could also account for the dissemination pattern in some areas. In addition, archived satellite images were utilized to detect changes in coral reef reflectance, For infections in the Gulf of Mexico and Bermuda, satellite images confirm that surface currents are likely responsible for the distribution of the pathogen. For infections in the eastern Caribbean (Curacao, U.S. Virgin Islands, Barbados), however, another mechanism, possibly ballast water exchange, must be considered because the surface current and infection patterns do not coincide. Changes in coral reflectance were detectable from Landsat thermatic mapping data before and after the mass mortality and correspond to the change in algal cover. Results from our study demonstrate the Potential of satellite images for use in determining connectivity between regions of the Caribbean and in detecting changes in coral reef cover.																	0888-8892					AUG	2001	15	4					885	891		10.1046/j.1523-1739.2001.015004885.x								WOS:000170179600016						
J	Fuchs, E				Fuchs, E			Separating the fluorescence and reflectance components of coral spectra	APPLIED OPTICS												The optical signal leaving the surface of fluorescing corals is a combination of elastic and inelastic scatter. A new experimental method was developed to separate the fluorescence and the reflectance components that involves measurements with and without a long-pass cutoff filter that eliminates the fluorescence contribution to the signal. The required measurements were performed underwater to demonstrate the applicability of the method for in situ applications. Computations with prototype rather than individually measured fluorescence emission spectra do not significantly compromise the accuracy of the results. A model was developed for calculating the interaction of the reflectance and the fluorescence components with new incident illumination conditions. The model calculations were supported by field experiment. We show that the contribution of fluorescence to some coral's spectra in various illumination conditions justifies consideration in optical models. The results are applicable to modeling the spectra of fluorescing corals under any irradiance spectrum and interpreting remote-sensing data in the relevant wavelength range. Further research is necessary to examine the significance of fluorescence near coral reefs at various scales. (C) 2001 Optical Society of America.																	1559-128X	2155-3165				JUL 20	2001	40	21					3614	3621		10.1364/AO.40.003614								WOS:000169932100025	18360391					
