PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Sibanda, M; Murwira, A				Sibanda, Mbulisi; Murwira, Amon			Cotton fields drive elephant habitat fragmentation in the Mid Zambezi Valley, Zimbabwe	INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION												In this study we tested whether cotton fields contribute more than cereal fields to African elephant (Loxodonta africana) habitat loss through its effects on woodland fragmentation in the Mid-Zambezi Valley, Zimbabwe. In order to test this hypothesis, we first mapped cotton and cereal fields using MODIS remotely sensed data. Secondly, we analysed the effect of the area of cotton and cereal fields on woodland fragmentation using regression analysis. We then related the fragmentation indices, particularly edge density with elephant distribution data to test whether elephant distribution was significantly related with woodland fragmentation resulting from cotton fields. Our results showed that cotton fields contributed more to woodland fragmentation than cereal fields. In addition, results showed that the frequency of the African elephant increased where cotton fields were many and small relative to cereal fields. We concluded that cotton fields are the main driver of woodland fragmentation and therefore elephant habitat in the Mid-Zambezi Valley compared with cereal fields. (c) 2012 Elsevier B.V. All rights reserved.				Sibanda, Mbulisi/V-6904-2017	Sibanda, Mbulisi/0000-0002-4589-7099												0303-2434					OCT	2012	19						286	297		10.1016/j.jag.2012.05.014								WOS:000309028500026						
J	Hernandez-Stefanoni, JL; Gallardo-Cruz, JA; Meave, JA; Rocchini, D; Bello-Pineda, J; Lopez-Martinez, JO				Luis Hernandez-Stefanoni, J.; Alberto Gallardo-Cruz, J.; Meave, Jorge A.; Rocchini, Duccio; Bello-Pineda, Javier; Omar Lopez-Martinez, J.			Modeling alpha- and beta-diversity in a tropical forest from remotely sensed and spatial data	INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION												Comprehensive information on species distribution and species composition patterns of plant communities is required for effective conservation and management of biodiversity. Remote sensing offers an inexpensive means of attaining complete spatial coverage for large areas, at regular time intervals, and can therefore be extremely useful for estimating both species richness and spatial variation of species composition (alpha- and beta-diversity). An essential step to map such attributes is to identify and understand their main drivers. We used remotely sensed data as a surrogate of plant productivity and habitat structure variables for explaining alpha- and beta-diversity, and evaluated the relative roles of productivity-habitat structure and spatial variables in explaining observed patterns of alpha- and beta-diversity by using a Principal Coordinates of Neighbor Matrices analysis. We also examined the relationship between remotely sensed and field data, in order to map alpha- and beta-diversity at the landscape-level in the Yucatan Peninsula, using a regression kriging procedure. These two procedures integrate the relationship of species richness and spatial species turnover both with remotely sensed data and spatial structure. The empirical models so obtained can be used to predict species richness and variation in species composition, and they can be regarded as valuable tools not only for identifying areas with high local species richness (alpha-diversity), but also areas with high species turnover (beta-diversity). Ultimately, information obtained in this way can help maximize the number of species preserved in a landscape. (C) 2012 Elsevier B.V All rights reserved.				Rocchini, Duccio/B-6742-2011; Bello-Pineda, Javier/A-4905-2013	Lopez-Martinez, Jorge Omar/0000-0001-7903-8498; Rocchini, Duccio/0000-0003-0087-0594; Hernandez-Stefanoni, Jose Luis/0000-0002-9559-7131												0303-2434					OCT	2012	19						359	368		10.1016/j.jag.2012.04.002								WOS:000309028500032						
J	Simonson, WD; Allen, HD; Coomes, DA				Simonson, William D.; Allen, Harriet D.; Coomes, David A.			Use of an Airborne Lidar System to Model Plant Species Composition and Diversity of Mediterranean Oak Forests	CONSERVATION BIOLOGY												Airborne lidar is a remote-sensing tool of increasing importance in ecological and conservation research due to its ability to characterize three-dimensional vegetation structure. If different aspects of plant species diversity and composition can be related to vegetation structure, landscape-level assessments of plant communities may be possible. We examined this possibility for Mediterranean oak forests in southern Portugal, which are rich in biological diversity but also threatened. We compared data from a discrete, first-and-last return lidar data set collected for 31 plots of cork oak (Quercus suber) and Algerian oak (Quercus canariensis) forest with field data to test whether lidar can be used to predict the vertical structure of vegetation, diversity of plant species, and community type. Lidar- and field-measured structural data were significantly correlated (up to r= 0.85). Diversity of forest species was significantly associated with lidar-measured vegetation height (R2= 0.50, p < 0.001). Clustering and ordination of the species data pointed to the presence of 2 main forest classes that could be discriminated with an accuracy of 89% on the basis of lidar data. Lidar can be applied widely for mapping of habitat and assessments of habitat condition (e.g., in support of the European Species and Habitats Directive [92/43/EEC]). However, particular attention needs to be paid to issues of survey design: density of lidar points and geospatial accuracy of ground-truthing and its timing relative to acquisition of lidar data.																	0888-8892					OCT	2012	26	5					840	850		10.1111/j.1523-1739.2012.01869.x								WOS:000308484500010	22731687					
J	Peck, M; Mariscal, A; Padbury, M; Cane, T; Kniveton, D; Chinchero, MA				Peck, Mika; Mariscal, Ana; Padbury, Martin; Cane, Tim; Kniveton, Dominic; Angel Chinchero, Miguel			Identifying tropical Ecuadorian Andean trees from inter-crown pixel distributions in hyperspatial aerial imagery	APPLIED VEGETATION SCIENCE												Question Identification of tropical tree species from low-cost, very high-resolution (VHR) proximal canopy remote sensing imagery has great potential for improving our understanding of tropical forest ecology. We investigated whether inter-crown pixel information from VHR imagery could be used for taxonomic identification of trees and characterization of successional stages of tropical Andean mountain forest. Location Santa Lucia cloud forest reserve, NW Ecuadorian Andes. Methods We gathered digital camera imagery (0.05-m spatial resolution), using a remote-controlled helicopter platform, from primary and secondary forest and identified visible crowns to species before extracting digital crown samples (2-m radius). Using an object-based approach, histogram descriptors and diversity metrics of pixel intensity in red, green and blue (RGB) bands were calculated for crowns, and patterns in similarity explored using ordination. Predictive models were developed and validated using four decision tree models (CHIAD, Exhaustive CHIAD, CRT and QUEST). Results Aerial imagery represented 54% of families, 53% of genera and 56% of species sampled from the ground. Ordination (redundancy analysis) confirmed that inherent continuities, based on crown metrics, correlated with traditional species, genus and family groupings (P < 0.05). Data were best described by histogram means in the green band. The best predictive model (CRT) generated a 47% probability of correct species identification for 41 species with similar success at genus and family level. Predictive ability was highly species-specific, ranging from zero for some taxa to 93% for Cecropia gabrielis Cuatrec. Conclusions From the crown metrics tested, we found the mean pixel intensity in the green band was most effective in predicting species and species grouping of tropical mountain trees. This metric integrates species-specific differences in leaf density of crowns and reflectance in the green waveband. High predictive success for indicators of primary (Cornus peruviana J.F. Macbr.) and secondary forest (Cecropia gabrielis Cuatrec.) shows that VHR imagery can be used to identify species from pixel information to provide ecological information on successional status. Further research is needed to develop pattern and textural metrics specifically for hyperspatial digital imagery to identify tree species from crown imagery in diverse tropical forests.				Peck, Mika/I-3317-2012	Peck, Mika/0000-0003-0461-0001												1402-2001					OCT	2012	15	4					548	559		10.1111/j.1654-109X.2012.01196.x								WOS:000308373500010						
J	Cai, YB; Zhang, H; Pan, WB; Chen, YH; Wang, XR				Cai Yuanbin; Zhang Hao; Pan Wenbin; Chen Yanhong; Wang Xiangrong			Urban expansion and its influencing factors in Natural Wetland Distribution Area in Fuzhou City, China	CHINESE GEOGRAPHICAL SCIENCE												This paper principally focuses on land use dynamics, urban expansion and underlying driving forces in the Natural Wetland Distribution Area (NWDA) of Fuzhou City in the southeastern China. Based on time series Landsat TM/ETM+ imageries and historical data, relationships between urban land expansion and its influencing factors from 1989 to 2009 were analyzed by using an integrated approach of remote sensing (RS) and geographic information system (GIS) techniques. The results showed that built-up land increased from 151.16 km(2) in 1989 to 383.76 km(2) in 2009. Approximately 64.25% of the newly emerging built-up land was converted from cropland (29.47%), forest and shrub (25.78%), water (3.73%), wetland (4.61%), and bare land (0.66%) during 1989 and 2009. With a remarkable decrease in cropland, the proportion of non-agricultural population increased by 23.6%. Moreover, rapid development of infrastructures, facilities, industrial parks, and urban and rural settlements along the Minjiang River resulted in the eastward and southward expansion of built-up land. Additionally, the growth pattern of built-up land in the NWDA is highly correlated with socio-economic factors, including the gross domestic product (GDP), GDP per capita, and structure of industry. As a result, the observed environmental degradation such as loss of cropland and wetland due to heavy pressure of rapid urbanization have greatly impaired the carrying capacity of city. Thus, in addition to scientific and rational policies towards minimizing the adverse effects of urbanization, coordination between the administrative agencies should be urgently strengthened to balance the conflicts between urban development and ecological conservation to make sure the sustainable land use.																	1002-0063					OCT	2012	22	5					568	577		10.1007/s11769-012-0564-7								WOS:000308439400007						
J	Matawa, F; Murwira, A; Schmidt, KS				Matawa, Farai; Murwira, Amon; Schmidt, Karin S.			Explaining elephant (Loxodonta africana) and buffalo (Syncerus caffer) spatial distribution in the Zambezi Valley using maximum entropy modelling	ECOLOGICAL MODELLING												We used the maximum entropy (MAXENT) technique to explore how anthropogenic and physical factors influence the habitat of elephants and buffalo in a Southern African savanna landscape. Results show that for both species the distance to agricultural fields is the most important factor determining the choice of habitat. Without having used the nature reserves' and conservancy's boundary as an input in the maximum entropy model, the model was mapping out the high probability of buffalo and elephant presence to coincide within their boundaries. The analysis of the habitat condition show that higher presence of wildlife in the nature reserves compared with cultivated areas is not dependent on the abundance of green biomass, proximity to surface water, or terrain slope, since these do not significantly differ between nature reserves and communal lands. We conclude that the presence of agricultural fields contributes more in shaping the habitats of both buffalo and elephant than other environmental variables. In the communal lands where the agricultural fields are concentrated along the rivers elephants and buffalo are pushed away from the rivers. (C) 2012 Elsevier B.V. All rights reserved.					Matawa, Farai/0000-0001-6388-6396												0304-3800					SEP 10	2012	242						189	197		10.1016/j.ecolmodel.2012.05.010								WOS:000307799900017						
J	Alcantara, C; Kuemmerle, T; Prishchepov, AV; Radeloff, VC				Alcantara, Camilo; Kuemmerle, Tobias; Prishchepov, Alexander V.; Radeloff, Volker C.			Mapping abandoned agriculture with multi-temporal MODIS satellite data	REMOTE SENSING OF ENVIRONMENT												Agriculture is expanding and intensifying in many areas of the world, but abandoned agriculture is also becoming more widespread. Unfortunately, data and methods to monitor abandoned agriculture accurately over large areas are lacking. Remote sensing methods may be able to fill this gap though, especially with the frequent observations provided by coarser-resolution sensors and new classification techniques. Past efforts to map abandoned agriculture relied mainly on Landsat data, making it hard to map large regions, and precluding the use of phenology information to identify abandoned agriculture. Our objective here was to test methods to map abandoned agriculture at broad scales with coarse-resolution satellite imagery and phenology data. We classified abandoned agriculture for one Moderate Resolution Imaging Spectroradiometer (MODIS) tile in Eastern Europe (-1,236,000 km(2)) where abandoned agriculture was widespread. Input data included Normalized Difference Vegetation Index (NDVI) and reflectance bands (NASA Global MODIS Terra and Aqua 16-Day Vegetation Indices for the years 2003 through 2008, -250-m resolution), as well as phenology metrics calculated with TIMESAT. The data were classified with Support Vector Machines (SVM). Training data were derived from several Landsat classifications of agricultural abandonment in the study area. A validation was conducted based on independently collected data. Our results showed that it is possible to map abandoned agriculture for large areas from MODIS data with an overall classification accuracy of 65%. Abandoned agriculture was widespread in our study area (15.1% of the total area, compared to 29.6% agriculture). We found strong differences in the MODIS data quality for different years, with data from 2005 resulting in the highest classification accuracy for the abandoned agriculture class (42.8% producer's accuracy). Classifications of MODIS NDVI data were almost as accurate as classifications based on a combination of both red and near-infrared reflectance data. MODIS NDVI data only from the growing-season resulted in similar classification accuracy as data for the full year. Using multiple years of MODIS data did not increase classification accuracy. Six phenology metrics derived with TIMESAT from the NDVI time series (2003-2008) alone were insufficient to detect abandoned agriculture, but phenology metrics improved classification accuracies when used in conjunction with NDVI time series by more than 8% over the use of NDVI data alone. The approach that we identified here is promising and suggests that it is possible to map abandoned agriculture at broad scales, which is relevant to gain a better understanding of this important land use change process. (C) 2012 Elsevier Inc. All rights reserved.				Kuemmerle, Tobias/B-4340-2008; Alcantara Concepcion, Pedro Camilo/C-9250-2011; Radeloff, Volker/B-6124-2016; Prishchepov, Alexander/H-6708-2012	Kuemmerle, Tobias/0000-0002-9775-142X; Alcantara Concepcion, Pedro Camilo/0000-0001-5820-5365; Radeloff, Volker/0000-0001-9004-221X; Prishchepov, Alexander/0000-0003-2375-1651												0034-4257	1879-0704				SEP	2012	124						334	347		10.1016/j.rse.2012.05.019								WOS:000311247700029						
J	Lu, T; Zeng, HC; Luo, Y; Wang, Q; Shi, FS; Sun, G; Wu, Y; Wu, N				Lu, Tao; Zeng, Hongcheng; Luo, Yan; Wang, Qian; Shi, Fusun; Sun, Geng; Wu, Yan; Wu, Ning			Monitoring vegetation recovery after China's May 2008 Wenchuan earthquake using Landsat TM time-series data: a case study in Mao County	ECOLOGICAL RESEARCH												The Wenchuan earthquake (Richter scale 8) on 12 May 2008 in southwestern China caused widespread ecosystem damage in the Longmenshan area. It is important to evaluate natural vegetation recovery processes and provide basic information on ecological aspects of the recovering environment after the earthquake. To circumvent the weather limits of remote sensing in the Wenchuan earthquake-hit areas, and to meet the need for regional observation analyses, three Landsat TM images pre- and post-earthquake in Mao County were used for analysis. Post-earthquake normalized difference vegetation index (NDVI) values were compared to pre-earthquake values with an NDVI-based index differencing method to determine the extent to which the vegetation was damaged in relation to the pre-earthquake pattern, and the rate of recovery was evaluated. The spatial characteristics of vegetation loss and natural recovery patterns were analyzed in relation to elevation, slope and aspect. The results indicated that severely damaged sites occurred mainly in river valleys, within a range of 1,500-2,500 m elevation and on slopes of 25-55A degrees. The distance from rivers, rather than the distance from active faults, controls the damage patterns. After 1 year of natural regeneration, 36 % of the destroyed areas showed a decrease in NDVI value, 28.8 % showed very little change, 19.1 % showed an increase, and 16.1 % also increased with a recovery rate greater than 100 %. Moreover, there is a good correlation between recovery rate and both slope and elevation, but recovery patterns in the damaged area are complicated. Our results indicate that natural recovery in this arid valley is a slow process.				Lu, Tao/E-4907-2013													0912-3814					SEP	2012	27	5					955	966		10.1007/s11284-012-0976-y								WOS:000308951600015						
J	Munsi, M; Areendran, G; Joshi, PK				Munsi, Madhushree; Areendran, G.; Joshi, P. K.			Modeling spatio-temporal change patterns of forest cover: a case study from the Himalayan foothills (India)	REGIONAL ENVIRONMENTAL CHANGE												The present study used temporal remote sensing data for 1990, 2001 and 2006 to assess spatio-temporal patterns of forest cover changes in Shiwalik range of the Himalaya, Dehradun forest division. Forests are innately associated to human well-being. However, with the increasing anthropogenic activities, deforestation has increased. Quantitative change analysis of the forest cover for the past two decades provides valuable insight into the forest conservation vis-A -vis anthropogenic activities in the region. Spatio-temporal datasets along with biotic and abiotic variables provide opportunities to model the forest cover change further. The present study investigates forest cover change and predicts status of forest cover in the Dehradun forest division. Land Change Modeller (LCM) was used to predict status of forest cover for 2010 and 2015 using current disturbance scenarios. Comparing actual LULC of 2006 with the predicted LULC of 2006 validated change prediction model and agreement was 61.03%. The forested areas are getting degraded due to anthropogenic activities, but deforestation/degradation does not contribute much in expanding urban area. Agricultural areas and fallow lands are the main contributors to increased urban area. The study demonstrates the potential of geospatial tools to understand spatio-temporal forest cover change and generate the future scenarios.																	1436-3798	1436-378X				SEP	2012	12	3					619	632		10.1007/s10113-011-0272-3								WOS:000307534400016						
J	McFarland, TM; Mathewson, HA; Groce, JE; Morrison, ML; Newnam, JC; Snelgrove, RT; Skow, KL; Collier, BA; Wilkins, RN				McFarland, Tiffany M.; Mathewson, Heather A.; Groce, Julie E.; Morrison, Michael L.; Newnam, J. Cal; Snelgrove, R. Todd; Skow, Kevin L.; Collier, Bret A.; Wilkins, R. Neal			Utilization of a Species Occupancy Model for Management and Conservation	WILDLIFE SOCIETY BULLETIN												Conserving habitat is increasingly challenging as human populations grow. Remote-sensing technology has provided a means to delineate species' habitat on large spatial scales. However, by combining habitat delineations with predictions of species' occurrence, habitat models can provide additional utility applications for conservation by allowing us to forecast how changing environmental and landscape conditions affect species' occurrence and distribution. We demonstrate how a spatially explicit habitat occupancy model for the golden-cheeked warbler (Setophaga chrysoparia) can be used as an impact assessment and conservation planning tool. We used predictions of patch-level occupancy rates and created several scenarios that simulated the removal or protection of warbler habitats. Resulting changes to habitat structure and availability were used to assess the resulting impacts of removal or protection on the occurrence probability for remaining habitat patches. By recalculating occupancy based on changes to habitat, our approach provides the ability to assess and compare impacts of location and orientation of development so that the least harmful option relative to predicted occurrence can be chosen. Potential applications of our modeling approach are many because our methods provide a useful tool for identifying potential impacts and assisting with mitigation efforts focused on the conservation and management of a species. (C) 2012 The Wildlife Society.																	1938-5463					SEP	2012	36	3					432	439		10.1002/wsb.106								WOS:000209333200007						
