PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Antoine, D; d'Ortenzio, F; Hooker, SB; Becu, G; Gentili, B; Tailliez, D; Scott, AJ				Antoine, David; d'Ortenzio, Fabrizio; Hooker, Stanford B.; Becu, Guislain; Gentili, Bernard; Tailliez, Dominique; Scott, Alec J.			Assessment of uncertainty in the ocean reflectance determined by three satellite ocean color sensors (MERIS, SeaWiFS and MODIS-A) at an offshore site in the Mediterranean Sea (BOUSSOLE project)	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS												The match-up of satellite-derived reflectances with in situ observations is crucial to evaluate their quality and temporal stability. To contribute to this effort, a project has been set up to collect a data set of in situ radiometric and bio-optical quantities, in support to satellite ocean color calibration and validation. The project has been named "BOUSSOLE'', and one of its key elements is a deep-sea optics mooring collecting data on a near-continuous basis since September 2003. This buoy is deployed in the deep clear waters of the northwestern Mediterranean Sea, and is visited on a monthly basis for servicing and acquisition of complementary data. The characteristics of the work area establish the site as a satisfactory location for validating satellite ocean color observations. A description of the data processing protocols is provided, followed by an analysis of the uncertainty of the buoy radiometry measurements. The results of a match-up analysis of the marine reflectances, diffuse attenuation coefficients, and chlorophyll concentrations for three major missions, i.e., MERIS, SeaWiFS, and MODIS-A, are then analyzed. They show poor performances for the bluest band (412 nm) of the three sensors, and performances within requirements at 443 and 490 nm for SeaWiFS and MODIS-A. These results suggest that a vicarious calibration should be introduced for the MERIS sensor. This analysis also demonstrates that a major effort is still required to improve atmospheric correction procedures whatever the mission.				Hooker, Stanford/E-2162-2012; Biblio, LOV/K-9251-2017; Antoine, David/C-3817-2013	Antoine, David/0000-0002-9082-2395												0148-0227					JUL 11	2008	113	C7							C07013	10.1029/2007JC004472								WOS:000257746000001						
J	[Anonymous]				[Anonymous]			Influence of circulation parameters on the AOD variations over the Bay of Bengal during ICARB	JOURNAL OF EARTH SYSTEM SCIENCE												(Moderate Resolution Imaging Spectroradiometer) level-3 aerosol data, NCEP (National Centers for Environmental Prediction) reanalysis winds and QuikSCAT ocean surface winds were made use of to examine the role of atmospheric circulation in governing aerosol variations over the Bay of Bengal (BoB) during the first phase of the ICARB (Integrated Campaign for Aerosols, gases and Radiation Budget) campaign (March 18-April 12, 2006). An inter-comparison between MODIS level-3 aerosol optical depth (AOD) data and ship-borne MICROTOPS measurements showed good agreement with correlation 0.92 (p 0.0001) and a mean MODIS underestimation by 0.01. During the study period, the AOD over BoB showed high values in the northern/north western regions, which reduced towards the central and southern BoB. The wind patterns in lower atmospheric layers (> 850 hPa) indicated that direct transport of aerosols from central India was inhibited by the presence of a high pressure and a divergence over BoB in the lower altitudes. On the other hand, in the upper atmospheric levels, winds from central and northern India stretched south eastwards and converged over BoB with a negative vorticity indicative of a downdraft. These wind patterns pointed to the possibility of aerosol transport from central India to BoB by upper level winds. This mechanism was further confirmed by the significant correlations that AOD variations over BoB showed with aerosol flux convergence and flux vorticity at upper atmospheric levels (600-500 hPa). AOD in central and southern BoB away from continental influences displayed an exponential dependence on the QuikSCAT measured ocean surface wind speed. This study shows that particles transported from central and northern India by upper atmospheric circulations as well as the marine aerosols generated by ocean surface winds contributed to the AOD over the BoB during the first phase of ICARB.																	0253-4126					JUL	2008	117				1		353	360										WOS:000258534800012						
J	Mishra, AK; Dadhwal, VK; Dutt, CBS				Mishra, A. K.; Dadhwal, V. K.; Dutt, C. B. S.			Analysis of marine aerosol optical depth retrieved from IRS-P4 OCM sensor and comparison with the aerosol derived from SeaWiFS and MODIS sensor	JOURNAL OF EARTH SYSTEM SCIENCE												Aerosol optical depth is regularly derived from SeaWiFS and MODIS sensor and used by the scientific community in various climatic studies. In the present study an attempt has been made to retrieve the aerosol optical depth using the IRS-P4 OCM sensor data and a comparison has been carried out using few representative datasets. The results show that the IRS-P4 OCM retrieved aerosol optical depth is in good agreement with the aerosols retrieved from SeaWiFS as well as MODIS. The RMSE are found to be +/- 0.0522 between OCM and SeaWIFS and +/- 0.0638 between OCM and MODIS respectively. However, IRS-P4 OCM sensor retrieved aerosol optical depth is closer to SeaWiFS (correlation = 0.88, slope = 0.96 and intercept = -0.013) compared to MODIS (correlation = 0.75, slope = 0.91 and intercept = 0.0198). The mean percentage difference indicates that OCM retrieved AOD is +12% higher compared to SeaWiFS and +8% higher compared to MODIS. The mean absolute percentage between OCM derived AOD and SeaWiFS is found to be less (16%) compared to OCM and MODIS (20%).					Dadhwal, Vinay/0000-0001-5084-1367												0253-4126					JUL	2008	117				1		361	373		10.1007/s12040-008-0039-5								WOS:000258534800013						
J	Radi, T; de Vernal, A				Radi, Taoufik; de Vernal, Anne			Dinocysts as proxy of primary productivity in mid-high latitudes of the Northern Hemisphere	MARINE MICROPALEONTOLOGY												In order to explore the potential of dinocyst assemblages in marine sediment as a proxy for primary productivity, we analyzed a reference "modern" database including 1171 sites from the North Atlantic Ocean (n = 483), the Arctic Ocean (n = 401) and the North Pacific Ocean (n = 287). We compiled two sets of primary productivity data derived from satellite observations: (1) The dataset from the Coastal Zone Color Scanner (CZCS) program applied to observations from 1978 to 1989 and (2) the data set from the MODerate resolution Imaging Spectroradiometer (MODIS) program using observations from 2002 to 2005. We performed canonical correspondence analysis (CCA) on a data matrix that included 62 dinocyst taxa and eight sea-surface parameters (winter and summer salinity, winter and summer temperature, sea-ice cover, summer, winter and annual primary productivity). CCA results show that primary productivity is a determinant parameter of dinocyst assemblages (including both phototrophic and heterotrophic taxa) in the North Atlantic, North Pacific, and at hemispheric scale. In the North Pacific, the relationship between productivity and dinocyst assemblages is particularly strong. We tested the modern analogue technique to reconstruct productivity using the North Atlantic, North Pacific, Arctic and hemispheric dinocyst data sets. With the exception of the Arctic Ocean alone, which is characterized by overall low productivity, productivity Can be estimated with an accuracy (Root Mean Square Error = RMSE) of +/- 11-25%. The best performance is obtained for reconstruction of winter productivity from the MODIS data. It is noteworthy that the RMSE for all estimated productivity parameters is narrower than the mean differences between productivity data derived from the MODIS and CZCS data sets. Therefore, we conclude that dinocysts can be used to reconstruct productivity with an accuracy equivalent to that of primary productivity estimated from satellite observations. Application of the approach in a sedimentary core from the northwest North Atlantic (core HU 91-045-094) revealed large amplitude variations of productivity over the last 25,000 years. The use of both MODIS and CZCS datasets indicate generally low productivity during the glacial stage, the Younger Dryas and Heinrich events, with annual productivity of less than 100 gC m(-2). The reconstructions also suggest higher productivity during the early Holocene, especially based on the MODIS data that suggest annual values of up to 350 gC m(-2). (C) 2008 Elsevier B.V. All rights reserved.				de Vernal, Anne/D-5602-2013	de Vernal, Anne/0000-0001-5656-724X												0377-8398	1872-6186				JUL	2008	68	1-2					84	114		10.1016/j.marmicro.2008.01.012								WOS:000259053700006						
J	Wood, R; Comstock, KK; Bretherton, CS; Cornish, C; Tomlinson, J; Collins, DR; Fairall, C				Wood, R.; Comstock, K. K.; Bretherton, C. S.; Cornish, C.; Tomlinson, J.; Collins, D. R.; Fairall, C.			Open cellular structure in marine stratocumulus sheets	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES												Geostationary and Sun-synchronous satellite data and in situ observations from ship cruises are used to investigate the formation of open cellular structure in marine stratocumulus clouds over the southeast Pacific (SEP). Open cellular convection either forms spontaneously as pockets of open cells (POCs) within overcast stratocumulus, or is advected into the region from midlatitude regions. POC formation occurs most frequently during the latter part of the night, demonstrating that this transition is not caused by solar absorption-driven decoupling. The transition preferentially occurs in clouds with low 11-3.9 mu m nighttime brightness temperature difference (BTD) which is found to be well correlated with both in situ measured accumulation mode aerosol concentration and cloud droplet concentration estimates derived from MODIS. Besides indicating that nighttime BTD is an excellent proxy for stratocumulus cloud droplet concentration N-d, this also suggests that low aerosol concentrations favor POC formation. Indeed, extremely low accumulation mode aerosol concentrations are found during the passage of open cell events over the ship. Free-tropospheric moisture is not found to be an important factor in POC formation. Significant subseasonal variability occurs in the fractional coverage of open cellular convection over the broader SEP. This coverage is well correlated with a MODIS-derived drizzle proxy (MDP) proportional to the ratio of liquid water path (LWP) to N-d for predominantly overcast regions. Both LWP and N-d variability influences the MDP. Periods of low MDP have significant positive large-scale N-d anomalies and are preceded by offshore winds at 850 hPa, which suggests a potential continental influence upon open cell formation over the SEP. Together, the results suggest important two-way interactions between aerosols and drizzle in marine stratocumulus and a role for drizzle in modulating the large-scale albedo of these cloud systems.				Tomlinson, Jason/C-6566-2009; Collins, Don/F-9617-2012; Wood, Robert/A-2989-2008	Wood, Robert/0000-0002-1401-3828												2169-897X					JUN 25	2008	113	D12							D12207	10.1029/2007JD009371								WOS:000257309700004						
J	Schaeffer, BA; Morrison, JM; Kamykowski, D; Feldman, GC; Xie, L; Liu, YY; Sweet, W; McCulloch, A; Banks, S				Schaeffer, Blake A.; Morrison, John M.; Kamykowski, Daniel; Feldman, Gene C.; Xie, Lian; Liu, Yanyun; Sweet, William; McCulloch, Anita; Banks, Stuart			Phytoplankton biomass distribution and identification of productive habitats within the Galapagos Marine Reserve by MODIS, a surface acquisition system, and in-situ measurements	REMOTE SENSING OF ENVIRONMENT												The Galapagos Marine Reserve (GMR) is one of the most diverse ecosystems in the world. Phytoplankton are the base of the ecosystem food chain for many higher trophic organisms, so identifying phytoplankton biomass distribution is the first step in understanding the dynamic environment for effective management of the GMR. Moderate Resolution Imaging Spectroradiometer (MODIS) and hyperspectral surface acquisition system derived chlorophyll, in-situ chlorophyll fluorescence, nitrate, salinity, and temperature were collected from March 2005 to the onset of a mild El Nino in November 2006. Islands in the eastern GMR, such as San Cristobal and Espanola, are the first to experience impacts of El Nino and southern migration of the Equatorial Front. Productive habitats were defined as surface waters with salinities > 34, temperatures < 24 degrees C, and chlorophyll a > 0.4 mg m(-3). Six temporally variable productive habitats identified were: west of Isabela Island, southwest of Floreana Island, south of Santa Cruz, between Santiago and Santa Cruz Islands, and on the eastern side near San Cristobal Island. Model results coupled with surface acquisition system derived chlorophyll indicated productive habitats may also occur for short periods and at a distance from islands such as when the Equatorial Undercurrent (EUC) and South Equatorial Current (SEC) collide over the seamounts north of Isabela Island. All productive habitats were related to topographic upwelling from the EUC into surface waters. (C) 2008 Elsevier Inc. All rights reserved.				Liu, Yanyun/A-5785-2011; McCulloch, Anita/E-4685-2010	Liu, Yanyun/0000-0002-9754-6370; 												0034-4257					JUN 16	2008	112	6					3044	3054		10.1016/j.rse.2008.03.005								WOS:000256986400025						
J	Li, XF; Zheng, WZ; Zou, CZ; Pichel, WG				Li, Xiaofeng; Zheng, Weizhong; Zou, Cheng-Zhi; Pichel, William G.			A SAR observation and numerical study on ocean surface imprints of Atmospheric Vortex Streets	SENSORS												The sea surface imprints of Atmospheric Vortex Street (AVS) off Aleutian Volcanic Islands, Alaska were observed in two RADARSAT-1 Synthetic Aperture Radar (SAR) images separated by about 11 hours. In both images, three pairs of distinctive vortices shedding in the lee side of two volcanic mountains can be clearly seen. The length and width of the vortex street are about 60-70 km and 20 km, respectively. Although the AVS's in the two SAR images have similar shapes, the structure of vortices within the AVS is highly asymmetrical. The sea surface wind speed is estimated from the SAR images with wind direction input from Navy NOGAPS model. In this paper we present a complete MM5 model simulation of the observed AVS. The surface wind simulated from the MM5 model is in good agreement with SAR-derived wind. The vortex shedding rate calculated from the model run is about 1 hour and 50 minutes. Other basic characteristics of the AVS including propagation speed of the vortex, Strouhal and Reynolds numbers favorable for AVS generation are also derived. The wind associated with AVS modifies the cloud structure in the marine atmospheric boundary layer. The AVS cloud pattern is also observed on a MODIS visible band image taken between the two RADARSAT SAR images. An ENVISAT advance SAR image taken 4 hours after the second RADARSAT SAR image shows that the AVS has almost vanished.				Li, Xiaofeng/B-6524-2008; Pichel, William/F-5619-2010; Zou, Cheng-Zhi/E-3085-2010	Li, Xiaofeng/0000-0001-7038-5119; Pichel, William/0000-0001-6332-0149; 												1424-8220					MAY	2008	8	5					3321	3334		10.3390/s8053321								WOS:000257248800024	27879880					
J	Gasso, S				Gasso, Santiago			Satellite observations of the impact of weak volcanic activity on marine clouds	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES												Because emissions from weak volcanic eruptions tend to remain in the low troposphere, they may have a significant radiative impact through the indirect effect on clouds. However, this type of volcanic activity is underreported and its global impact has been assessed only by model simulations constrained with very limited observations. First observations of the impact of high- latitude active volcanoes on marine boundary layer clouds are reported here. These observations were made using a combination of standard derived products and visible images from the MODIS, AMSR- E and GOES detectors. Two distinctive effects are identified. When there is an existing boundary layer cloud deck, an increase in cloud brightness and a decrease in both cloud effective radius and liquid water content were observed immediately downwind of the volcanoes. The visible appearance of these "volcano tracks'' resembles the effect of man-made ship tracks. When synoptic conditions favor low cloudiness, the volcano plume ( or volcano cloud) increases significantly the cloud cover downwind. The volcano cloud can extend for hundreds of kilometers until mixing with background clouds. Unlike violent eruptions, the volcano clouds reported here ( the Aleutian Islands in the North Pacific and the South Sandwich Islands in the South Atlantic) have retrieved microphysical properties similar to those observed in ship tracks. However, when comparing the volcano clouds from these two regions, liquid water content can decrease, increase or remain unchanged with respect to nearby unperturbed clouds. These differences suggest that composition at the source, type of eruption and meteorological conditions influence the evolution of the cloud.				Gasso, Santiago/H-9571-2014	Gasso, Santiago/0000-0002-6872-0018												2169-897X					APR 1	2008	113	D14							D14S19	10.1029/2007JD009106								WOS:000254717200001						
J	LaCasse, KM; Splitt, ME; Lazarus, SM; Lapenta, WM				LaCasse, Katherine M.; Splitt, Michael E.; Lazarus, Steven M.; Lapenta, William M.			The impact of high-resolution sea surface temperatures on the simulated nocturnal Florida marine boundary layer	MONTHLY WEATHER REVIEW												High- and low-resolution sea surface temperature (SST) analysis products are used to initialize the Weather Research and Forecasting (WRF) Model for May 2004 for short-term forecasts over Florida and surrounding waters. Initial and boundary conditions for the simulations were provided by a combination of observations, large-scale model output, and analysis products. The impact of using a l-km Moderate Resolution Imaging Spectroradiometer (MODIS) SST composite on subsequent evolution of the marine atmospheric boundary layer (MABL) is assessed through simulation comparisons and limited validation. Model results are presented for individual simulations, as well as for aggregates of easterly- and westerly-dominated low-level flows. The simulation comparisons show that the use of MODIS SST composites results in enhanced convergence zones, earlier and more intense horizontal convective rolls, and an increase in precipitation as well as a change in precipitation location. Validation of 10-m winds with buoys shows a slight improvement in wind speed. The most significant results of this study are that 1) vertical wind stress divergence and pressure gradient accelerations across the Florida Current region vary in importance as a function of flow direction and stability and 2) the warmer Florida Current in the MODIS product transports heat vertically and downwind of this heat source, modifying the thermal structure and the MABL wind field primarily through pressure gradient adjustments.					Lazarus, Steven/0000-0002-5918-1059; Splitt, Michael/0000-0002-7690-5100												0027-0644					APR	2008	136	4					1349	1372		10.1175/2007MWR2167.1								WOS:000255352200006						
J	Barocio-Leon, OA; Millan-Nunez, R; Santamaria-del-Angel, E; Gonzalez-Silvera, A; Trees, CC; Orellana-Cepeda, E				Barocio-Leon, Oscar A.; Millan-Nunez, Roberto; Santamaria-del-Angel, Eduardo; Gonzalez-Silvera, Adriana; Trees, Charles C.; Orellana-Cepeda, Elizabeth			Bio-optical characteristics of a phytoplankton bloom event off Baja California Peninsula (30-31 degrees N)	CONTINENTAL SHELF RESEARCH												A phytoplankton bloom was detected in the Southern California Current System, off the Baja California Peninsula (Mexico) on June 2003 with chlorophyll-a concentration (TChla) of 10.13 mg m(-3). Two stations (D1 and D2) were sampled on June 24, and D2 was resampled 6 days later; chlorophyll-a concentration had decreased by about one half. LAC MODIS-Chla images were obtained and showed the spread of the bloom on the day after sampling. The phytoplankton community consisted primarily of dinoflagellate temporary cysts, mainly at the surface and at 5 m in station D1. Two Pseudo-nitzschia species (P. australis, P. seriata) were also very abundant. Samples from the bloom had a specific phytoplankton absorption coefficient (a*(ph)(lambda)) lower than the rest of the samples. Values varied from 0.0186 to 0.0455 m(2) mg(-1) for a*(ph)(440) and from 0.0092 to 0.0294 m(2) mg(-1) for a*(ph) (675), with ratios a*(ph)(440): a*(ph)(675) ranging from 0.99 to 2.20. These low ratios were associated with the combined effect of packaging, and with the relatively high ratios of fucoxanthin, peridinin, diadinoxanthin and chlorophyll-c2 to TChla. Samples from the surface and 5 m depth at station D1 had higher ratios of Perid:TChla (0.12-0.32) than the rest of the samples, suggesting that cysts have similar Perid:TChla as free-living dinoflagellates. An unusual absorption spectrum with a broad maximum around 480-500 nm was associated with the high proportion of cysts and diatoms. The slope of the spectra between 443 and 488 nm was a good index to differentiate bloom samples containing high proportions of dinoflagellate temporary cysts. Further investigation of the absorption properties of dinoflagellate cysts is needed in order to detect these waters by remote sensing. Although much work is still necessary to understand and explain the bio-optical properties of a bloom, the present study is the first assessment off the Baja California coast to simultaneously consider aspects such as absorption properties, pigment composition and to include a spatial evaluation of the extension of a bloom with satellite images. (C) 2007 Elsevier Ltd. All rights reserved.					Barocio Leon, Oscar Alcides/0000-0003-1433-2164; Gonzalez-Silvera, Adriana/0000-0001-7817-5343; Santamaria-del-Angel, Eduardo/0000-0002-1882-7714												0278-4343					MAR 30	2008	28	4-5					672	681		10.1016/j.csr.2007.12.002								WOS:000255231600013						
J	Yuan, TL; Li, ZQ; Zhang, RY; Fan, JW				Yuan, Tianle; Li, Zhanqing; Zhang, Renyi; Fan, Jiwen			Increase of cloud droplet size with aerosol optical depth: An observation and modeling study	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES												Cloud droplet effective radius (DER) is generally negatively correlated with aerosol optical depth (AOD) as a proxy of cloud condensation nuclei. In this study, cases of positive correlation were found over certain portions of the world by analyzing the Moderate Resolution Imaging Spectroradiometer (MODIS) satellite products, together with a general finding that DER may increase or decrease with aerosol loading depending on environmental conditions. The slope of the correlation between DER and AOD is driven primarily by water vapor amount, which explains 70% of the variance in our study. Various potential artifacts that may cause the positive relation are investigated including the effects of aerosol swelling, partially cloudy, atmospheric dynamics, cloud three-dimensional (3-D) and surface influence effects. None seems to be the primary cause for the observed phenomenon, although a certain degree of influence exists for some of the factors. Analyses are conducted over seven regions around the world representing different types of aerosols and clouds. Only two regions show positive dependence of DER on AOD, near coasts of the Gulf of Mexico and South China Sea, which implies physical processes may at work. Using a 2-D Goddard Cumulus Ensemble model (GCE) with spectral-bin microphysics which incorporated a reformulation of the Kohler theory, two possible physical mechanisms are hypothesized. They are related to the effects of slightly soluble organics (SSO) particles and giant cloud condensation nuclei (CCN). Model simulations show a positive correlation between DER and AOD, due to a decrease in activated aerosols with an increasing SSO content. Addition of a few giant CCNs also increases the DER. Further investigations are needed to fully understand and clarify the observed phenomenon.				Fan, Jiwen/E-9138-2011; Li, Zhanqing/F-4424-2010; Yuan, Tianle/D-3323-2011; Zhang, Renyi/A-2942-2011	Li, Zhanqing/0000-0001-6737-382X; 												2169-897X	2169-8996				FEB 21	2008	113	D4							D04201	10.1029/2007JD008632								WOS:000253531600001						
J	Feng, H; Vandemark, D; Campbell, JW; Holben, BN				Feng, H.; Vandemark, D.; Campbell, J. W.; Holben, B. N.			Evaluation of MODIS ocean colour products at a northeast United States coast site near the Martha's Vineyard Coastal Observatory	INTERNATIONAL JOURNAL OF REMOTE SENSING												Moderate Resolution Imaging Spectroradiometer ( MODIS) marine and atmospheric products were evaluated using match- ups of MODIS and in situ measurements collected by an above- water radiometric system, the SeaWiFS Photometer Revision for Incident Surface Measurements ( SeaPRISM), deployed near the Martha's Vineyard Coastal Observatory from 2004 to 2005. The products evaluated include the normalized water- leaving radiance Lwn in the visible and near- infrared bands, and the aerosol optical thickness at 870nm ta( 870), and the A ngstro " m exponent a( 531). With a restricted match- up criterion, the result shows that the MODIS- retrieved Lwn at 488, 531 and 551nm agree very well with SeaPRISM measurements, giving mean per cent differences d(%) of 37%, absolute mean per cent differences | d|(%) of,16%, and coefficient of determination R 2 of 0.84- 0.88. However, the MODIS- retrieved Lwn at 412nm are underestimated significantly with d(%), | d|(%) and R 2 of 235%, 57% and 0.32, respectively, corresponding to a consistent overestimation and underestimation for the MODIS- retrieved ta( 870) and a( 531), respectively. Temporal patterns of match- ups revealing two distinct cases of the discrepancy of MODIS retrievals from in situ SeaPRISM measurements are discussed.																	0143-1161						2008	29	15					4479	4497		10.1080/01431160801918599								WOS:000258457200009						
J	Yu, H; Fu, R; Dickinson, RE; Zhang, Y; Chen, M; Wang, H				Yu, Hongbin; Fu, Rong; Dickinson, Robert E.; Zhang, Yan; Chen, Mingxuan; Wang, Hul.			Interannual variability of smoke and warm cloud relationships in the Amazon as inferred from MODIS retrievals	REMOTE SENSING OF ENVIRONMENT												Aerosol and cloud data from the MODerate resolution Imaging Spectroradiometer (MODIS) onboard the Earth Observing System (EOS) Aqua are used to investigate interannual variability of smoke and warm cloud relationships during the dry-to-wet transition season (August-October) over the Amazon for two years and its association with meteorological conditions. In one year (2003), smoke aerosols are associated with an increase of cloud fraction and a decrease of cloud effective radius. These effects amplify the cooling at the surface and at the top of the atmosphere (TOA) caused by the aerosol extinction. However, in another year (2002) the cloud fraction decreases with increasing aerosol optical depth. Such a decrease of cloud fraction could offset the effect of increased reflection of solar radiation by the aerosols both at the surface and at TOA. The changes in radiative fluxes between these years would contribute to interannual changes of surface energy fluxes and radiative balance at the top of the atmosphere and influence variability of the wet season onset in the basin. In 2003, the atmosphere was more humid and less stable. These conditions may be relatively favorable for the activation of aerosol particles into cloud condensation nuclei and hence cloud droplets. In 2002, the clouds were less extensive and thinner in a relatively dry atmosphere and presumably dissipated more easily. This study suggests that the aerosol-cloud relation can be influenced by atmospheric structure and convective motions, in addition to changes in aerosols properties. An adequate characterization of aerosol-cloud relationship would require a longer time series of data that includes a variety of climate conditions. The caveat of this analysis is that differences in aerosol absorption and its vertical distribution may have contributed to the observed interannual change of smoke-cloud relationship but could not be determined due to lack of adequate measurements. (c) 2007 Elsevier Inc. All rights reserved.				Fu, Rong/B-4922-2011; Zhang, Yan/C-4792-2012; Wang, Hui/B-6516-2008; Yu, Hongbin/C-6485-2008	Fu, Rong/0000-0002-4065-248X; Yu, Hongbin/0000-0003-4706-1575												0034-4257	1879-0704				DEC 28	2007	111	4					435	449		10.1016/j.rse.2007.04.003								WOS:000251099300003						
J	Matsuoka, A; Huot, Y; Shimada, K; Saitoh, SI; Babin, M				Matsuoka, Atsushi; Huot, Yannick; Shimada, Koji; Saitoh, Sei-Ichi; Babin, Marcel			Bio-optical characteristics of the western Arctic Ocean: implications for ocean color algorithms	CANADIAN JOURNAL OF REMOTE SENSING												Global ocean color algorithms designed to estimate chlorophyll a concentration (chla) are not accurate at high latitudes. Although a regional Arctic OC4L algorithm was designed to be applicable to high northern latitudes, its applicability remains uncertain. To examine these issues, we investigated the light absorption coefficients of phytoplankton, non-algal particles (NAP), and colored dissolved organic matter (CDOM) and remote sensing reflectance, R-rs(lambda), covering most of the western Arctic Ocean. A higher pigment packaging effect was identified relative to that at lower latitudes. The CDOM absorption dominated and accounted for 76% of the total non-water absorption at 443 nm and did not covary with variations in chla. This absorption is significantly higher than those in other marine environments. We also examined the backscattering coefficient of particles obtained from the inversion of R-rs(lambda) and found that it covaried well with variation in NAP absorption. Our evaluation shows that when turbid waters (R-rs(670) > 0.00042 sr(-1)) are excluded, the performance of the OC4L is good and much better than that of the sea-viewing wide field-of-view sensor (SeaWiFS) OC4V4 and the moderate-resolution imaging spectroradiometer (MODIS) OC3M (root mean square error (RMSE) of 0.13, 0.21, and 0.22, respectively). The reason why the OC4L performs well despite strong CDOM absorption is discussed.				Biblio, LOV/K-9251-2017; Huot, Yannick/B-4497-2008; SHIMADA, Koji/O-1913-2014	Huot, Yannick/0000-0003-1793-761X; 												0703-8992	1712-7971				DEC	2007	33	6					503	518		10.5589/m07-059								WOS:000256135700005						
