PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Levin, N; Kark, S; Crandall, D				Levin, Noam; Kark, Salit; Crandall, David			Where have all the people gone? Enhancing global conservation using night lights and social media	ECOLOGICAL APPLICATIONS												Conservation prioritization at large scales is complex, combining biological, environmental, and social factors. While conservation scientists now more often aim to incorporate human-related factors, a critical yet unquantified challenge remains: to identify which areas people use for recreation outside urban centers. To address this gap in applied ecology and conservation, we developed a novel approach for quantifying human presence beyond populated areas by combining social media "big data" and remote sensing tools. We used data from the Flickr photo-sharing website as a surrogate for identifying spatial variation in visitation globally, and complemented this estimate with spatially explicit information on stable night lights between 2004 and 2012, used as a proxy for identifying urban and industrial centers. Natural and seminatural areas attracting visitors were defined as areas both highly photographed and non-lit. The number of Flickr photographers within protected areas was found to be a reliable surrogate for estimating visitor numbers as confirmed by local authority censuses (r = 0.8). Half of all visitors' photos taken in protected areas originated from under 1% of all protected areas on Earth (250 of 27 000). The most photographed protected areas globally included Yosemite and Yellowstone National Parks (USA), and the Lake and Peak Districts (UK). Factors explaining the spatial variation in protected areas Flickr photo coverage included their type (e.g., UNESCO World Heritage sites have higher visitation) and accessibility to roads and trails. Using this approach, we identified photography hotspots, which draw many visitors and are also unlit (i.e., are located outside urban centers), but currently remain largely unprotected, such as Brazil's Pantanal and Bolivia's Salar de Uyuni. The integrated big data approach developed here demonstrates the benefits of combining remote sensing sources and novel geo-tagged and crowd-sourced information from social media in future efforts to identify spatial conservation gaps and pressures in real time, and their spatial and temporal variation globally.				Kark, Salit/I-7123-2013; Kark, Salit/C-6795-2016; Levin, Noam/D-2180-2013	Kark, Salit/0000-0002-7183-3988; Kark, Salit/0000-0002-7183-3988; Levin, Noam/0000-0002-9434-7501												1051-0761	1939-5582				DEC	2015	25	8					2153	2167		10.1890/15-0113.1.sm								WOS:000367210700008	26910946					
J	Kusimi, JM				Kusimi, John Manyimadin			Characterizing land disturbance in Atewa Range Forest Reserve and Buffer Zone	LAND USE POLICY												Changes in land cover of protected areas and their buffers have serious implications on the conservation of biodiversity within such biomes because land use has been recognized as one of the major drivers of biodiversity change. Atewa Range Forest Reserve is one of Ghana's Upper Guinea Forests declared as a Globally Significant Biodiversity Area (GSBA). But the reserve is under threat from several human disturbances which could impact on the land cover of the reserve.This study examined the spatial and temporal changes in land cover of Atewa Range Forest Reserve and it's buffer between 1986 and 2013 using remote sensing. Land use and land cover (LULC) classification and change detections were undertaken using one Landsat Multispectral Scanner (MSS) image of 1986 and Landsat ETM+ images of 2003 and 2013.The study also investigated the driving forces of LULC and the effectiveness of the Forest and Wildlife Policy of 1994 in the management of the reserve. Results of image classification showed that much of the peripheral closed and open vegetative covers have been converted to farms and bushes with little disturbance within the interior of the reserve. The study revealed that, the conservation management policies were yielding very little results due to a number of policy deficiencies including low staff strength, lack of logistics and low remuneration. Enforcement of legal instruments against illegal logging, small scale mining and farming activities within the reserve, improvement in the staff strength and their condition of service, intensification of public education on the value of forest and the need to protect it are some of the major recommendations that could curb encroachment on the reserve. (C) 2015 Elsevier Ltd. All rights reserved.																	0264-8377	1873-5754				DEC	2015	49				SI		471	482		10.1016/j.landusepol.2015.08.020								WOS:000367105800043						
J	Diwediga, B; Wala, K; Folega, F; Dourma, M; Woegan, YA; Akpagana, K; Le, QB				Diwediga, Badabate; Wala, Kperkouma; Folega, Fousseni; Dourma, Marra; Woegan, Yao A.; Akpagana, Koffi; Le, Quang Bao			Biophysical and anthropogenous determinants of landscape patterns and degradation of plant communities in Mo hilly basin (Togo)	ECOLOGICAL ENGINEERING												In mountainous areas, biophysical settings and human disturbances strongly influence landscape patterns and dynamics requiring a permanent understanding of their combined influence. In this study, we investigated the diversity and patterns of wild landscapes in relation to ecological factors, human disturbances and land protection regime in the Mo river basin (Central Togo). First, we used geographical information systems (GIS) and remote sensing techniques to quantify and spatially explicit the major land cover types occurring in the area. We performed a supervised classification of Landsat 8 image from 2014. Next, we used vegetation ordination and classification methods to detect vegetation group types and their similarity level from forest inventory data collected at 75 sites. Data from soil samples at the 75 sites and DEM-based topographical indices were used as biophysical variables to analyze factors of current landscape structure. Both satellite image classification and the outputs from ordination methods indicated that three major vegetation types (forestlands, woodlands and savannahs/shrubs) occurred in protected (PA) and unprotected (UPA) areas. Image classification showed that savannahs/shrubs are the most widespread vegetation types (54.4%) while forestlands and woodlands cover 10.4% and 26.4% of the total area, respectively. UPA showed high rates of human disturbances that shaped the occurrence of a fourth vegetation type made up mainly by degraded savannahs and woodlands. Along the land protection gradient, the landscapes are driven by soil nutrients and moisture, in combination with the influence of topography and human disturbances. In both PA and UPA, and along protection gradient, majority of features exhibited significant differences among plant communities. The spatial analyses combined with the field data providing information on vegetation cover, species richness, and human footprint indices suggested that some areas outside protection still exhibit high potentials for land conservation. In multifunctional landscapes of Mo basin, conservation strategies could also be encouraged in the wild landscapes of community common lands to promote both biodiversity conservation and sustainable provision of ecosystem services. (C) 2015 Elsevier B.V. All rights reserved.					Le, Quang Bao/0000-0001-8514-1088; FOUSSENI, FOLEGA/0000-0001-9097-3524												0925-8574	1872-6992				DEC	2015	85						132	143		10.1016/j.ecoleng.2015.09.059								WOS:000365322700013						
J	Jacobsen, RM; Sverdrup-Thygeson, A; Birkemoe, T				Jacobsen, Rannveig Margrete; Sverdrup-Thygeson, Anne; Birkemoe, Tone			Scale-specific responses of saproxylic beetles: combining dead wood surveys with data from satellite imagery	JOURNAL OF INSECT CONSERVATION												We investigate relevant scales and cost-efficient methods for measurements of habitat for saproxylic, aspen-associated beetles, in two boreal forest landscapes in south-eastern Norway. We sampled saproxylic beetles with window traps on fresh aspen dead wood and conducted field surveys of dead wood in the surroundings (1, 2 and 3 km radius). In addition, we used maps derived from satellite imagery to extract data on forest age and volume for the same surroundings. We found that species richness of saproxylic beetles was related to dead wood volume estimated by field survey within 1 or 2 km radius from the trapping points. However, the map-derived variable describing area of forest with high levels of deciduous wood volume was the overall best predictor of species richness. The scale of response to this variable differed; species richness of all saproxylic beetles was best predicted by estimates for the 2 km radius whereas richness of species more strongly associated with aspen was best predicted by estimates for the 3 km radius. This might indicate that aspen-associated beetles disperse over larger distances than many other beetles; possibly an adaptation to the scattered distribution and ephemeral nature of aspen dead wood in boreal forests. Our results show that substrate variables must be measured at the scale that is ecologically relevant for the study organism to elicit a response. We also show that remote sensing data -often easy to obtain for large scales-can be used to complement studies of scale-specific responses and thus improve conservation measures for saproxylic beetle species.				Sverdrup-Thygeson, Anne/I-2902-2017	Jacobsen, Rannveig Margrete/0000-0003-4055-1096												1366-638X	1572-9753				DEC	2015	19	6					1053	1062		10.1007/s10841-015-9821-2								WOS:000365790000002						
J	van Rooijen, NM; de Keersmaecker, W; Ozinga, WA; Coppin, P; Hennekens, SM; Schaminee, JHJ; Somers, B; Honnay, O				van Rooijen, Nils M.; de Keersmaecker, Wanda; Ozinga, Wim A.; Coppin, Pol; Hennekens, Stephan M.; Schaminee, Joop H. J.; Somers, Ben; Honnay, Olivier			Plant Species Diversity Mediates Ecosystem Stability of Natural Dune Grasslands in Response to Drought	ECOSYSTEMS												How plant species diversity can mediate the temporal stability of ecosystem functioning during periods of environmental stress is still a pressing question in ecology, certainly in the context of predicted increasing frequencies and intensities of climate extremes, such as drought. The vast majority of empirical research in this context is based on relatively small-scaled experiments, where plant species composition is manipulated and ecosystem functions, such as biomass production, are monitored through time. Results of these studies have generally shown that ecosystem functioning is more stable in more species-diverse communities. Yet, there is very little evidence so far that these relations also hold in naturally assembled plant communities. In this study, we combined historical vegetation and climate data with time series of remotely sensed indicators of aboveground biomass production (MODIS NDVI), to quantify how plant species diversity and plant functional diversity correlate with the temporal stability of biomass production in naturally assembled Dutch dune grasslands under the influence of fluctuating drought. We found that the negative NDVI response to drought of grasslands with a higher plant species richness and diversity was significantly lower than the response of less species rich and species-diverse grasslands, indicating a stabilizing role of plant species richness and diversity on biomass production through time. We found no relation between plant functional diversity and NDVI response to drought. This is the first study to generalize experimentally established relations between species diversity and stability of ecosystem functioning to naturally assembled grasslands across a large spatial and temporal scale.				Ozinga, Wim/F-1640-2011; Schaminee, Joop/L-7701-2013	Ozinga, Wim/0000-0002-6369-7859; Honnay, Olivier/0000-0002-4287-8511												1432-9840	1435-0629				DEC	2015	18	8					1383	1394		10.1007/s10021-015-9905-6								WOS:000365096400007						
J	Galbraith, SM; Vierling, LA; Bosque-Perez, NA				Galbraith, Sara M.; Vierling, L. A.; Bosque-Perez, N. A.			Remote Sensing and Ecosystem Services: Current Status and Future Opportunities for the Study of Bees and Pollination-Related Services	CURRENT FORESTRY REPORTS												An unprecedented array of observing systems, coupled with ever increasing computing capacity, makes this a golden era for ecologists to study and quantify ecosystem services using remote sensing technology. Here, we review recent studies that utilize remote sensing to understand the supply and demand of ecosystem services, with a specific focus on pollination services by bees in forested and agroforestry contexts. Pollination by bees is a globally threatened ecosystem service that supports the production of food crops and maintains plant biodiversity. We explore how studies that use remote sensing to characterize landscapes, monitor individual organisms, measure biodiversity proxies or species habitat, and describe ecosystem processes may improve modeling of pollination services on spatial scales that match large-scale management efforts, such as forest conservation policy. We then discuss future research opportunities, such as exploring LiDAR and radar for 3-D habitat measurements, mapping phenology in space and time, and direct measurement of pollination events and outcomes.																	2198-6436					DEC	2015	1	4					261	274		10.1007/s40725-015-0024-6								WOS:000218418900004						
J	Mishra, AK; Deep, S; Choudhary, A				Mishra, Ashutosh Kumar; Deep, Shikhar; Choudhary, Abhishek			Identification of suitable sites for organic farming using AHP & GIS	EGYPTIAN JOURNAL OF REMOTE SENSING AND SPACE SCIENCES												Uttarakhand is covered with 64.76% of its area under Himalayan forest providing the exquisite biodiversity and differences in climate with a miscellany of flora and fauna. Therefore creates great scope for the development of organic farming in rural areas to boost the rural economies. But organic farming is not very much evolved in this state due to lack of adequate transportation services and other socioeconomic reasons. Remote sensing and GIS can play an important role in the identification of the suitable zones for the development of organic farming in more facile manner. In this paper a methodology is proposed to identify the suitable zones in the state for the development of the organic farming using Analytical Hierarchy Process (AHP) and Geospatial techniques to boost rural economies and promote rural tourism to make self-sustainable villages. This study represents the efficacy of AHP and weighted overlay model for the site suitability analysis of organic farming in the study area. (C) 2015 Authority for Remote Sensing and Space Sciences. Production and hosting by Elsevier B.V. This is an open access article under the CC BY-NC-ND license.																	1110-9823	2090-2476				DEC	2015	18	2					181	193		10.1016/j.ejrs.2015.06.005								WOS:000216589700005						
J	Kantakumar, LN; Neelamsetti, P				Kantakumar, Lakshmi N.; Neelamsetti, Priti			Multi-temporal land use classification using hybrid approach	EGYPTIAN JOURNAL OF REMOTE SENSING AND SPACE SCIENCES												Land use and land cover (LULC) classification of a satellite image is one of the prerequisites and plays an indispensable role in many land use inventories and environmental modeling. Many studies viz., forest inventories, hydrology and biodiversity studies, etc., are in demand to account the dynamics of land use and phenology of vegetation. Multi-temporal land use classification accounts the phenology of vegetation and land use dynamics of the study area. In this study, a hybrid classification scheme was developed to prepare a multi-temporal land use classification data set of Sawantwadi taluka of Maharashtra state in India. Parametric classification methods like maximum likelihood and ISODATA clustering methods are combined with the non-parametric decision tree approach to generate the multi-temporal LULC dataset. The accuracy assessment results have shown very promising results with a 93% overall accuracy with a kappa of 0.92. (C) 2015 Authority for Remote Sensing and Space Sciences. Production and hosting by Elsevier B.V. This is an open access article under the CC BY-NC-ND license.					Kantakumar, Lakshmi N/0000-0002-8912-3853												1110-9823	2090-2476				DEC	2015	18	2					289	295		10.1016/j.ejrs.2015.09.003								WOS:000216589700013						
J	Monmany, AC; Yu, M; Restrepo, C; Zimmerman, JK				Monmany, A. Carolina; Yu, Mei; Restrepo, Carla; Zimmerman, Jess K.			How are landscape complexity and vegetation structure related across an agricultural frontier in the subtropical Chaco, NW Argentina?	JOURNAL OF ARID ENVIRONMENTS												Human-driven alteration of the Chaco strongly affects ecological patterns and associated processes at all spatial scales. To understand these modifications, sufficient methods for describing and quantifying high levels of landscape complexity caused by human activities in the region are urgently needed. Most methods involve the use of passive remote sensors, which capture complexity in only two dimensions (2D). A common 2D approach has been to calculate landscape metrics, such as Shannon's Landscape Diversity Index. But, it is not clear what aspects of three dimensional (3D) vegetation structure are being captured by these metrics. 3D structure is known to be as important as or more important than 20 structure in determining landscape patterns of biodiversity of many groups of organisms. In addition, studies have used a limited number of coarsely defined land-cover classes to calculate metrics. Our question was: how is vegetation structure related to remote sensing attributes in an agricultural frontier in the subtropical dry Chaco, NW Argentina? A secondary question was to explore the relationships between traditional landscape metrics and the semivariogram, a geostatistical tool used to describe 2D complexity. We described landscape complexity from the panchromatic QuickBird band and measured vegetation structure in 22-1 ha plots across an agricultural frontier in the subtropical dry Chaco, northern Argentina. A total of 2683 individual trees in 51 plant species and 21 families were measured in the field and 25,665 points were recorded to estimate foliage height diversity. Four landscape complexity groups were identified by a two-way cluster analysis using the 20 metrics. Four vegetation variables differed significantly among the 2D complexity groups: the standard deviation of the Enhanced Vegetation Index, the coefficient of variation of density per transect (CV density), mean tree diameter (DBH), and foliage height diversity (FHD). Largest patch index and semivariogram range were negatively related to CV density, mean DBH and FHD, while semivariogram sill, mean shape index, landscape shape index and number of patches were positively related to all three vegetation variables. Landscape metrics were not related to tree species diversity or density as previously shown, probably as a result of structural similarity among the dominant tree species in the Chaco biome. (C) 2015 Elsevier Ltd. All rights reserved.					, a.carolina/0000-0003-0240-719X												0140-1963	1095-922X				DEC	2015	123				SI		12	20		10.1016/j.jaridenv.2015.05.014								WOS:000363822300003						
J	Huesca, M; Merino-de-Miguel, S; Eklundh, L; Litago, J; Cicuendez, V; Rodriguez-Rastrero, M; Ustin, SL; Palacios-Orueta, A				Huesca, Margarita; Merino-de-Miguel, Silvia; Eklundh, Lars; Litago, Javier; Cicuendez, Victor; Rodriguez-Rastrero, Manuel; Ustin, Susan L.; Palacios-Orueta, Alicia			Ecosystem functional assessment based on the "optical type" concept and self-similarity patterns: An application using MODIS-NDVI time series autocorrelation	INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION												Remote sensing (RS) time series are an excellent operative source for information about the land surface across several scales and different levels of landscape heterogeneity. Ustin and Gamon (2010) proposed the new concept of "optical types" (OT), meaning "optically distinguishable functional types", as a way to better understand remote sensing signals related to the actual functional behavior of species that share common physiognomic forms but differ in functionality. Whereas the OT approach seems to be promising and consistent with ecological theory as a way to monitor vegetation derived from RS, it received little implementation. This work presents a method for implementing the OT concept for efficient monitoring of ecosystems based on RS time series. We propose relying on an ecosystem's repetitive pattern in the temporal domain (self-similarity) to assess its dynamics. Based on this approach, our main hypothesis is that distinct dynamics are intrinsic to a specific OT. Self-similarity level in the temporal domain within a broadleaf forest class was quantitatively assessed using the auto-correlation function (ACF), from statistical time series analysis. A vector comparison classification method, spectral angle mapper, and principal component analysis were used to identify general patterns related to forest dynamics. Phenological metrics derived from MOD IS NDVI time series using the TIMESAT software, together with information from the National Forest Map were used to explain the different dynamics found. Results showed significant and highly stable self-similarity patterns in OTs that corresponded to forests under non-moisture-limited environments with an adaptation strategy based on a strong phenological synchrony with climate seasonality. These forests are characterized by dense closed canopy deciduous forests associated with high productivity and low biodiversity in terms of dominant species. Forests in transitional areas were associated with patterns of less temporal stability probably due to mixtures of different adaptation strategies (i.e., deciduous, marcescent and evergreen species) and higher functional diversity related to climate variability at long and short terms. A less distinct seasonality and even a double season appear in the OT of the broadleaf Mediterranean forest characterized by an open canopy dominated by evergreen-sclerophyllous formations. Within this forest, understory and overstory dynamics maximize functional diversity resulting in contrasting traits adapted to summer drought, winter frosts, and high precipitation variability. (C) 2015 Elsevier B.V. All rights reserved.				Merino de Miguel, Silvia/L-2635-2014; Eklundh, Lars/G-4253-2010; Litago, Javier/L-8701-2014; Palacios Orueta, Alicia/L-8987-2014	Merino de Miguel, Silvia/0000-0002-4764-5311; Eklundh, Lars/0000-0001-7644-6517; Litago, Javier/0000-0003-2088-7991; Palacios Orueta, Alicia/0000-0002-1248-8336												0303-2434					DEC	2015	43				SI		132	148		10.1016/j.jag.2015.04.008								WOS:000362144000011						
