PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Turner, IL; Aarninkhof, SGJ; Holman, RA				Turner, IL; Aarninkhof, SGJ; Holman, RA			Coastal imaging applications and research in Australia	JOURNAL OF COASTAL RESEARCH												Remote sensing methods are increasingly being deployed to measure and investigate morphology and hydrodynamics in the littoral zone, across spatial scales ranging from centimetres to kilometres, and at time-scales ranging from seconds to years. In the past 5 years in Australia, the deployment of video-based coastal imaging systems has grown rapidly, and by 2004, some 32 cameras were operating at eight sites along the coasts of New South Wales and Queensland. Coastal imaging techniques are being applied to a range of coastline monitoring programs. Projects include large- and small-scale sand nourishment works, the construction of a nearshore artificial reef structure, and the ongoing management of sand bypassing operations. At the same time, the growing image databases are underpinning more fundamental coastal research. The focus of recent and current research includes rip current behaviour, climate impacts, nearshore bar dynamics, and the development of new image analysis methods to support future research.				Turner, Ian/H-7122-2014	Turner, Ian/0000-0001-9884-6917												0749-0208					JAN	2006	22	1					37	48		10.2112/05A-004.1								WOS:000234837800004						
J	Wang, J; Qi, YQ; Jones, ISF				Wang, J; Qi, YQ; Jones, ISF			An analysis of the characteristics of chlorophyll in the Sulu Sea	JOURNAL OF MARINE SYSTEMS												The seasonal and spatial variations of chlorophyll concentrations, Sea Surface Temperature (SST), wind fields and wind-induced Ekman pumping in the Sulu Sea are investigated using a set of new remote sensing measurements from October 1997 to December 2004. The results show the seasonality of chlorophyll, wind fields and SST and reveal the phytoplankton blooming events in the Sulu Sea basin during the northeast monsoon season. In summer, chlorophyll concentrations were relatively low (< 0.2 mg/m(3)) and distributed uniformly throughout the basin with a narrow belt of high chlorophyll concentrations along the coastal waters, particularly the coasts of Borneo and of the Sulu Archipelago. In winter, chlorophyll concentrations increased (> 0.2 mg/m(3)) throughout the entire basin, and phytoplankton bloomed southward to the central basin, while chlorophyll concentrations reached high levels (1 mg/m(3)) in the center of the blooms. One peak was observed during the northeast monsoon season each year. SSTs have significant negative correlations with chlorophyll concentrations; i.e., high and uniformly distributed in summer but lower with an obvious tongue of cold waters southward to the central basin in winter. The seasonal variation of chlorophyll concentrations and SST distribution were associated with the seasonally reversing monsoon. The winter phytoplankton blooming and the tongue of the cold waters were correlated to the vertical upwelling cold and nutrient-rich waters drawn by the northeast wind, with the center of the blooms and the location of cold tongues coinciding with the maximum of the wind speeds and the Ekman pumping velocities. (c) 2005 Elsevier B.V. All rights reserved.				QI, Yiquan/H-2637-2012													0924-7963					JAN	2006	59	1-2					111	119		10.1016/j.jmarsys.2005.09.004								WOS:000235298400006						
J	Gonzalez, M; Uriarte, A; Pozo, R; Collins, M				Gonzalez, Manuel; Uriarte, Adolfo; Pozo, Rogelio; Collins, Michael			The Prestige crisis: Operational oceanography applied to oil recovery, by the Basque fishing fleet	MARINE POLLUTION BULLETIN												On 19th November 2002, the oil tanker Prestige (containing 77,000 tonnes of heavy fuel no. 2 (M 100)) sank in 3500 in of water, off the coast of northwestern Spain. Intermittent discharge of oil from the stricken tanker, combined with large-scale sea surface dispersion, created a tracking and recovery problem. Initially, conventional oil recovery approaches were adopted, close to the wreck. With time and distance from the source, the oil dispersed dramatically and became less viscous. Consequently, a unique monitoring, prediction and data dissemination system was established, based upon the principles of 'operational oceanography'; this utilised in situ tracked buoys and numerical (spill trajectory) modelling outputs, in combination with remote sensing (satellite sensors and visual observation). Overall, wind effects on the surface waters were found to be the most important mechanism controlling the smaller oil slick movements. The recovery operation involved up to 180 fishing boats, 9-30 m in length. Such labour-intensive recovery of the oil (21,000 tonnes, representing an unprecedented ratio of 6.6 tonnes at sea, per tonne recovered on land) continued over a 10 month period. The overall recovery at sea, by the fishing vessels, represented 63% of the total oil recovered at sea; this compares to only 37% recovered by specialised 'counter-pollution' vessels. (c) 2005 Elsevier Ltd. All rights reserved.																	0025-326X	1879-3363					2006	53	5-7					369	374		10.1016/j.marpolbul.2005.02.046								WOS:000238860000014	16769415					
S	Singh, RP; Dey, S; Bhoi, S; Sun, DL; Cervone, G; Kafatos, M		Singh, RP; Shea, MA		Singh, Ramesh P.; Dey, Sagnik; Bhoi, Sanjeeb; Sun, Donglian; Cervone, Guido; Kafatos, Menas			Anomalous increase of chlorophyll concentrations associated with earthquakes	NATURAL HAZARDS AND OCEANOGRAPHIC PROCESSES FROM SATELLITE DATA	ADVANCES IN SPACE RESEARCH-SERIES				35th COSPAR Scientific Assembly	JUL 18-25, 2004	Paris, FRANCE	Comm Space Res				Recent studies have shown land, ocean, atmosphere and ionospheric anomalies prior to earthquakes. The optical and microwave sensors onboard satellites are now capable of monitoring land, ocean, atmosphere and ionosphere which provide changes associated with natural hazards. In this paper, we have analyzed remote sensing data of the ocean coasts lying near the epicenters of recent four major earthquakes (Gujarat of January 26, 2001, Andaman of September 13, 2002, Algeria of May 21, 2002 and Barn, Iran earthquake of December 26, 2003), our detailed analysis shows increase of Chlorophyll-a (Chl-a) concentration associated with these recent earthquakes. The increase of Chl-a concentration is due to the change in sea surface temperature (SST) associated with the changes in stress regime in the epicentral region which is responsible for modifying the in situ thermal structure of the water and enhancing the upwelling of nutrient-rich water. The increase of Chl-a concentration also shows one to one relation with the increase of surface latent heat flux (SLHF) which is found to increase significantly prior to the earthquake events. Due to cloud cover, it has not been possible to quantify the effect of the chlorophyll concentrations associated with the earthquake events for each successive day during an event. However, the limited data from the adjacent oceanic regions provide strong evidence of the increase in Chl-a concentration. The monitoring of chlorophyll concentrations with higher spatial and temporal resolutions may provide early information about impending coastal earthquakes. (c) 2005 COSPAR. Published by Elsevier Ltd. All rights reserved.				Singh, Ramesh/G-7240-2012; bhoi, sanjeeb/G-1643-2013	bhoi, sanjeeb/0000-0002-5069-6478; Cervone, Guido/0000-0002-6509-0735; Dey, Sagnik/0000-0002-0604-0869												0273-1177						2006	37	4					671	680		10.1016/j.asr.2005.07.053								WOS:000238187800007						
J	Kojima, M; Asano, S; Iwabuchi, H				Kojima, Masaya; Asano, Shoji; Iwabuchi, Hironobu			Time-Variations of Optical and Microphysical Properties of Yamase Clouds Estimated from Shipboard Experiments and Satellite Remote Sensing in June 2003	SOLA												'Yamase' clouds are typical maritime boundary-layer clouds, for which present state-of-the-art weather prediction models and general circulation models are currently unable to simulate adequately. Yamase clouds frequently appear over the western North-Pacific region, off the east coast of the Sanriku district, Japan. They occur during the summer season under cool easterly winds blown from Okhotsk anticyclones. Here we discuss optical and microphysical properties estimated from shipboard experiments and satellite remote sensing for Yamase clouds observed in June 2003. This was the first time we were able to observe time-varying features of the marine boundary-layer accompanied with Yamase clouds from formation to decay. At the ship site, the cloud-base height and liquid-water-path, time-averaged during the June Yamase event, were 270 m and 60 gm(-2), respectively. At the same time it is revealed, from satellite remote sensing using the contemporary AVHRR/3 data on morning orbital NOAA-17, that the Yamase clouds were rather thin, stratiform low-level clouds, and their physical parameters gradually grew with time during the Yamase period. The optical thickness, effective particle radius, and liquid-water-path, averaged over the time and area, were estimated to be about 12, 12 mu m, and 110 gm(-2), respectively.																	1349-6476						2006	2						45	48		10.2151/sola.2006-012								WOS:000208289800012						
J	Ayad, YA				Ayad, YA			Remote sensing and GIS in modeling visual landscape change: a case study of the northwestern and coast of Egypt	LANDSCAPE AND URBAN PLANNING												Land use planners in many countries have recognized the importance of the aesthetic values of landscape. Their desire to incorporate these values into decision-making processes has created a need to identify valid ways to quantify the scenic characteristics of landscapes. This has led to an increasing interest in the use of spatial data and geographic information systems (GIS) methodology in assessing visual attributes of the landscape. The objective of the present study is to assess the visual changes in a rapidly developing coastal area of Egypt using remotely sensed data (satellite images and aerial photographs) and raster GIS modeling. The analysis assesses changes between a period characterized by a vernacular, relatively natural landscape (1950s) and the beginning of the exploitation of the region for resorts (1990s). Using land use/land cover classes extracted from the satellite images and aerial photographs, four visual attributes of landscape are identified: land use/land cover diversity, activity (degree of naturalness), proximity to the shoreline, and topographic variety. A composite index is also developed. Although these attributes and the composite index rely mostly on the type of land use/land cover information on the landscape under consideration, the adopted techniques succeed in detecting several changes in the attributes, spatially locating them and mapping the magnitude of their changes. This study demonstrates what can be done to analyze and assess what is usually considered an incommensurable resource, the visual attributes of landscapes. It also reveals the extent of the impact of unplanned or ill-planned activities on one of the fragile resources of and landscapes. (c) 2004 Elsevier B.V. All rights reserved.																	0169-2046					DEC 15	2005	73	4					307	325		10.1016/j.landurbplan.2004.08.002								WOS:000232822200004						
J	Dwivedi, RM; Solanki, HU; Nayak, SR; Gulati, D; Somvanshi, VS				Dwivedi, RM; Solanki, HU; Nayak, SR; Gulati, D; Somvanshi, VS			Exploration of fishery resources through integration of ocean colour with sea surface temperature: Indian experience	INDIAN JOURNAL OF MARINE SCIENCES												Exploration of fishery resources using remote sensing technique is based oil the principle of identification of feeding grounds where fish tend to accumulate. It has been proven that thermal or colour gradients revealed by oceanic fronts indicate sites of high biological productivity. Some constraints ill using SST (sea surface temperature) gradients for locating fish in the Indian waters were experienced such as the narrow range of SST and difficulty in detecting gradients, particularly in summer. Two approaches were developed and validated in the coastal waters of the west coast of India. In the first approach, SST contours (using NOAA AVHIRR) were overlaid oil chlorophyll image (from IRS P4 OCM) of corresponding date. This enabled identification of common frontal structures from the composite product. These sites were selected as priority fishing zones for the trial forecasts. Besides, ocean colour images were found to provide information oil additional productive areas not found front SST images alone and hence, a second approach made exclusive use of patterns of ocean colour. Merits of ocean colour arose from penetration of visible radiation below surface up to one attenuation depth and From the frequent repeat cycle of the satellite data. The improvements with use of ocean colour include capability of prediction of oceanic features, exploitation of knowledge of the history of the features, identification of biological fronts in the deep sea waters etc. Also, such features as non-toxic winter blooms and internal waves were identified in the deep waters of the Northern Arabian Sea using chlorophyll images and the response of fish to these features was studied. This paper highlights how ocean colour improves our ability to locate areas of high abundance of fish. Because the time taken in 9 information extraction from satellite data is a critical factor, on-line reception of OCM and AVHRR data was arranged. Fishery forecasts were generated using the integrated approach within 24 hours of satellite over pass, and disseminated to collaborating agencies for follow up fishing operation. The validation experiment for the forecasts was carried out for three years covering different seasons during 1999-2001. It was found that the forecasts were superior in terms of rate of success and magnitude of fish catch. Summary of feedback received indicated 70-90 % success rate (reliability) of the forecasts and 70-200 % increase in catch. In comparison with this, earlier SST-based approaches for the forecast yielded 50 % success rate and 40-50 % increase in catch. The integrated approach is currently being used to generate nation-wide fishery forecasts. In addition to this, cost-benefit analysis for the satellite fishery forecasts was also attempted. It was observed that the benefit:cost ratio increased front 1.27 to 2.12 for bottom trawling and 1.3 to 2.14 for gillnet fishing with the use of satellite forecasts.																	0379-5136					DEC	2005	34	4					430	440										WOS:000234721000011						
J	Anand, A; Kumari, B; Nayak, SR; Murthy, YVNK				Anand, A.; Kumari, Beena; Nayak, S. R.; Murthy, Y. V. N. Krishna			Locating oceanic tuna resources in the eastern arabian sea using remote sensing	PHOTONIRVACHAK-JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING												Tuna fishery resources are currently under exploited. The resource potential of tunas in the Indian Exclusive Economic Zone (EEZ) beyond 50 m depths is around 2.09 lakh tonnes as estimated by Fishery Survey of India. The distribution and availability of the tuna are governed by environmental factors like temperature, thermocline depth, availability of prey, visibility etc. Remote sensing provides synoptic information on productivity in terms of chlorophyll and Sea Surface Temperature (SST). In the present paper, satellite remote sensing data from Indian Remote Sensing Satellite IRS-P4 Ocean Colour Monitor (OCM) sensor for chlorophylla and diffuse attenuation coefficient (K) and National Oceanic and Atmospheric Administration (NOAA)-Advanced Very High Resolution Radiometer (AVHRR) sensor data for sea surface temperature were analysed and correlated with in situ catch data of oceanic tunas, Skipjack (Katsuwonus pelamis) and Yellowfin tuna (Thunnus albacares), off Maharashtra coast. Higher catches were found to be associated with moderate to good primary productivity and in the vicinity of thermal fronts. Relationship between Hooking rate and SST has shown that SST of 28-30 degrees C range is optimum for skipjack and 28-3 degrees C for yellowfin tuna. Besides satellite derived chlorophyll and SST for identification of potential tuna fishing zones, role of diffuse attenuation coefficient (K) for visibility factor is also discussed.																	0255-660X					DEC	2005	33	4					511	520										WOS:000244672200006						
J	Solanki, HU; Mankodi, PC; Nayak, SR; Somvanshi, VS				Solanki, HU; Mankodi, PC; Nayak, SR; Somvanshi, VS			Evaluation of remote-sensing-based potential fishing zones (PFZs) forecast methodology	CONTINENTAL SHELF RESEARCH												Satellite-based potential fishing zones (PFZs) forecasts were generated using integration of Ocean Colour Monitor (OCM) derived chlorophyll concentration and Advanced Very High Resolution Radiometer (AVHRR) derived sea surface temperatures (SST). Validation of the PFZ forecasts was carried out during seasons 1999-2000, 2000-2001 and 2001-2002 using Fishery Survey of India vessels. Bottom trawl catches were composed of mixed species from different habitats, i.e. demersal and pelagic. Hence, there is a need to understand the application of satellite-derived PFZs to different species types of fishery resources. The per cent contribution by species was determined from 30m to 100m depth range. Those species contributing 5kg/haul and above were considered as a significant species. Species-wise catch per unit effort (CPUE), seasonal mean CPUE and standard deviation (SD) were computed for remotely sensed PFZs and the entire region. Species-wise comparisons were made between mean CPUE in PFZs and seasonal mean CPUE in other areas from a different habitat. It was observed that fishery resource of pelagic and water column habitats contributed fairly well as compared to the demersal resources in PFZs. The per cent contribution of pelagic and water column species were found more in PFZs catch as compared to the seasonal mean catch in other areas. In this study, diet composition and feeding habitat of fishes and its relationship to satellite-derived parameters have been evaluated. (c) 2005 Elsevier Ltd. All rights reserved.				Mankodi, Pradeep/I-7333-2012; Mankodi, Pradeep/A-5791-2010	Mankodi, Pradeep/0000-0002-8454-1984												0278-4343					NOV	2005	25	18					2163	2173		10.1016/j.csr.2005.08.025								WOS:000233798500002						
J	Lafon, V; Dupuis, H; Butel, R; Castelle, B; Michel, D; Howa, H; Apoluceno, DD				Lafon, V; Dupuis, H; Butel, R; Castelle, B; Michel, D; Howa, H; Apoluceno, DD			Morphodynamics of nearshore rhythmic sandbars in a mixed-energy environment (SW France): 2. Physical forcing analysis	ESTUARINE COASTAL AND SHELF SCIENCE												The morphology and migration of rhythmic intertidal ridge and runnel systems, and subtidal crescentic bars that border the southwest coast of France were characterized using in situ surveys and maps obtained by remote-sensing methods. The period from 1986 to 2000 was investigated. A total of 35 km of coast was mapped. This data set shows several specificities, the origin of which are examined in the present report using hydrodynamic data. A complete analysis of the influence of wave climate on both the shape and the movements of these rhythmic sedimentary patterns was performed. In addition, SWAN and MORPHODYN-coupled numerical models were used to provide quantification of both wave breaking and longshore currents for wave parameters that were representative of the mean values and of the energetic conditions. This study demonstrated the short time response of intertidal systems to the wave forcing. When the offshore significant wave height (H-s) was lower than 2.5 m, regular coastal ridge and runnel systems developed in the intertidal zone and migrated in the longshore-drift direction at a rate of 1.7-3.1 m day(-1). By contrast, the ridge and runnel system morphology abruptly changed when the H-s exceeded 2.5 m, and after the storm, the typical ridge and runnel rhythmic topography was recovered within 5-9 days. The crescentic bars, which had a convex seaward shape, were affected by waves with H-s values greater than 3 m (slightly less for short waves). Depending on the wave orientation, the crescentic bars moved in the longshore-drift direction at a rate that reached 1 m day(-1). The data suggested a slight negative correlation between the mean alongshore length of the crescentic bar and the mean H-s. Finally, it seemed that increasing the wave obliquity with respect to the coast resulted in the flattening of the crescentic bars. Thus, coupling Spot and in situ mapping to hydrodynamic records allow the characterization of coastal morphology and dynamics, with time and space samplings that are particularly well adapted to the little studied alongshore morphodynamics. This approach should improve the difficult parameterization of morphodynamic models in high-energy environments. (c) 2005 Published by Elsevier Ltd.					Castelle, Bruno/0000-0003-1740-7395												0272-7714					NOV	2005	65	3					449	462		10.1016/j.ecss.2005.06.011								WOS:000232681500007						
J	Wynne, TT; Sturnpf, RP; Tomlinson, MC; Ransibrahmanakul, V; Villareal, TA				Wynne, TT; Sturnpf, RP; Tomlinson, MC; Ransibrahmanakul, V; Villareal, TA			Detecting Karenia brevis blooms and algal resuspension in the western Gulf of Mexico with satellite ocean color imagery	HARMFUL ALGAE												Blooms of the toxic dinotlagellate, Karenia brevis, have had detrimental impacts on the coastal Gulf of Mexico for decades. Detection of Karenia brevis blooms uses an ecological approach based on anomalies derived from ocean color imagery. The same anomaly product used in Florida produces frequent false positives on the Texas coast. These failures occurred during wind-driven resuspension events. During these events resuspension of benthic algae significantly increases chlorophyll concentrations in the water, resulting in confusion with normal water column phytoplankton, such as Karenia. A method was developed to separate the resuspended chlorophyll from the water column chlorophyll, decreasing the false positives used with the detection method. (c) 2005 Elsevier B.V. All rights reserved.				Villareal, Tracy/I-9462-2012	Villareal, Tracy/0000-0002-5717-8163												1568-9883					NOV	2005	4	6					992	1003		10.1016/j.hal.2005.02.004								WOS:000233325900004						
J	Valavanis, VD; Katara, I; Palialexis, A				Valavanis, VD; Katara, I; Palialexis, A			Marine GIS: Identification of mesoscale oceanic thermal fronts	INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE												A new method ( the `sink' method) is proposed for the mapping of productive mesoscale oceanic thermal fronts based on the combined analysis of satellite imagery for sea surface temperature ( SST) distribution and chlorophyll ( CHL) concentration under a Geographic Information System ( GIS). In an SST lattice data array, data value sinks describe heterogeneous drops in SST distribution as this is compared to more homogeneously distributed SST in the surrounding area. Using Arc/Info GIS, these thermal discontinuities are flagged and applied on SST and CHL imagery for the calculation of differences in SST and CHL patterns ( DSST and DCHL) inside and outside of these flagged areas. Spatially connected sinks that are characterized by simultaneous negative DSST and positive DCHL pattern are mapped as thermal fronts. Results include a time series of monthly front occurrence GIS maps in Eastern Mediterranean waters along with three calculated front characteristics ( DSST, DCHL and bathymetry). Comparisons between the mapped fronts and isobath distributions present clearly visible front-to-isobath spatial and shape associations while spatial analysis between front and wind data explains 66% of the number of mapped fronts.				Wright, Dawn/A-4518-2011; Valavanis, Vasilis/G-8869-2011	Wright, Dawn/0000-0002-2997-7611; 												1365-8816					NOV	2005	19	10					1131	1147		10.1080/13658810500391206								WOS:000234420100008						
J	Finkl, CW; Benedet, L; Andrews, JL				Finkl, CW; Benedet, L; Andrews, JL			Submarine geomorphology of the continental shelf off southeast Florida based on interpretation of airborne laser bathymetry	JOURNAL OF COASTAL RESEARCH												Airborne laser bathymetry (ALB) is a new laser bathymetric survey tool that has applicability in clear coastal (Case II) waters to depths of -70 m. The new sounding technique features rapid acquisition of large, high-quality data sets via variable swath widths that are independent of water depth. This advanced ALB system was deployed along the continental shelf of southeast Florida (Palm Beach, Broward, and Miami-Dade Counties), providing a contiguous data set for 160 km of coast from onshore to 6 km offshore. Image enhancement of the ALB digital data facilitates recognition of numerous seafloor features and bathymetric patterns. Bathymetric analysis of the 600-km(2) survey area on the continental shelf shows inherited lithologic features that are partly covered by surficial sediments. Primary parabathic (shore-parallel) provinces include: (1) nearshore rocky zones dominated by the Anastasia Formation, (2) coral-algal reef systems (Florida Reef Tract [FRT]), and (3) marine platforms (terraces). Sedimentary subprovinces include shoreface sands, interreefal sedimentary infills (coral rubble in basal sequences and near reef gaps), and finer-grained materials seaward of coral reefs. Tertiary topographic features include: (1) longshore bar and trough systems, shoals, sand sheets (flats), and diabathic (cross-shore) channels; (2) reef crests and ledges, forereef spur-and-groove topography, sediment ramps in large reef gaps, and incised paleo-river channels; and (3) drowned karst topography. Hierarchical organization (classification and mapping) of these bathymetric features is now possible for the first time because of the increased accuracy and density of ALB data. These data and related maps allow, for the first time, assessment of links between the influence of seabed morphology on wave transformation patterns and beach morphodynamics in southeast Florida.																	0749-0208					NOV	2005	21	6					1178	1194		10.2112/05A-0021.1								WOS:000233495200012						
J	Walker, ND; Wiseman, WJ; Rouse, LJ; Babin, A				Walker, ND; Wiseman, WJ; Rouse, LJ; Babin, A			Effects of river discharge, wind stress, and slope eddies on circulation and the satellite-observed structure of the Mississippi River plume	JOURNAL OF COASTAL RESEARCH												Satellite measurements of suspended sediment, temperature, and chlorophyll a are used in combination with surface current measurements to investigate surface circulation and structure of the Mississippi River plume. River discharge changes affect frontal locations, areal extent, and suspended sediment loads of the plume. During high river discharge ( > 20,000 m(3) s(-1)) in spring, the sediment plume extends 23 km southwestward, covers 2700 km(2), with maximum concentrations of 360 mg L-1. Plume temperatures vary seasonally from 10 degrees to 28 degrees C, with maximum surface fronts of 3.3 degrees C km(-1) in winter. East winds, prevalent in autumn, winter, and spring, drive a westward flow of river waters around the delta, linking two isolated shelf regions and increasing river discharge onto the Louisiana/Texas shelf. During peak river flow, this westward current exhibits velocities of 40-90 cm s(-1), is 20 km wide, and transports 140,000-165,000 m(3) s(-1) of river and shelf water. It usually turns toward the coast between 89.5 degrees W and 90 degrees W, feeding a clockwise gyre in the Louisiana Bight and a westward coastal current. The prevalent east winds trap river water and associated nutrients on the shelf where hypoxia later develops in late spring/summer. During autumn and winter, short-term wind reversals from frontal passages rapidly reverse plume direction, initiate off-shelf transport, and reduce residence times for river waters and associated sediments, nutrients, phytoplankton, and carbon. During summer, persistent southwest and south winds force river water eastward, where cross-margin transport is likely due to the relatively narrow shelf. Slope eddies and the Loop Current control river water after leaving the shelf.				Walker, Nan/D-8819-2013; Liu, Cheng-Chien/E-4859-2011													0749-0208					NOV	2005	21	6					1228	1244		10.2112/04-0347.1								WOS:000233495200016						
