PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Beck, MW; Hagy, JD; Le, CF				Beck, Marcus W.; Hagy, James D., III; Le, Chengfeng			Quantifying Seagrass Light Requirements Using an Algorithm to Spatially Resolve Depth of Colonization	ESTUARIES AND COASTS												Depth of colonization (Z (c)) is a useful seagrass growth metric that describes seagrass response to light availability. Similarly, percent surface irradiance at Z (c) (% SI) is an indicator of seagrass light requirements with applications in seagrass ecology and management. Methods for estimating Z (c) and % SI are highly variable making meaningful comparisons difficult. A new algorithm is presented to compute maps of median and maximum Z (c), Z (c,med), and Z (c,max), respectively, for four Florida coastal areas (Big Bend, Tampa Bay, Choctawhatchee Bay, Indian River Lagoon). Maps of light attenuation (K (d)) based on MODIS satellite imagery, PAR profiles, and Secchi depth measurements were combined with seagrass growth estimates to produce maps of % SI at Z (c,med) and Z (c,max). Among estuary segments, mean Z (c,med) varied from (+/- SE) 0.80 +/- 0.13 m for Old Tampa Bay to 2.33 +/- 0.26 m for Western Choctawhatchee Bay. Standard errors for Z (c,med) were 1-10% of the segment means. Percent SI at Z (c,med) averaged 18% for Indian River Lagoon (range = 9-24%), 42% for Tampa Bay (37-48%), and 58% for Choctawhatchee Bay (51-75%). Estimates of % SI were significantly lower in Indian River Lagoon than in the other estuaries, while estimates for Tampa Bay and Choctawhatchee Bay were higher than the often cited estimate of 20%. Spatial gradients in depth of colonization and % SI were apparent in all estuaries. The analytical approach could be applied easily to new data from these estuaries or to other estuaries and could be incorporated routinely in assessments of seagrass status and condition.					Beck, Marcus/0000-0002-4996-0059												1559-2723	1559-2731				MAR	2018	41	2					592	610		10.1007/s12237-017-0287-1								WOS:000423581200021						
J	Kelly, JT; Gontz, AM				Kelly, Joshua T.; Gontz, Allen M.			Using GPS-surveyed intertidal zones to determine the validity of shorelines automatically mapped by Landsat water indices	INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION												Satellite remote sensing has been used extensively in a variety of shoreline studies and validated using aerial photography. This ground truth method only represents an instantaneous depiction of the shoreline at the time of acquisition and does not take into account the spatial and temporal variability of the dynamic shoreline boundary. Landsat 8's Operational Land Imager sensor's capability to accurately delineate a shoreline is assessed by comparing all known Landsat water index-derived shorelines with two GPS-surveyed intertidal zones that coincide with the satellite flyover date, one of which had near-neap tide conditions. Seven indices developed for automatically classifying water pixels were evaluated for their ability to delineate shorelines. The shoreline is described here as the area above and below maximum low and high tide, otherwise known as the intertidal zone. The high-water line, or wet/dry sediment line, was chosen as the shoreline indicator to be mapped using a handheld GPS. The proportion of the Landsat-derived shorelines that fell within this zone and their alongshore profile lengths were calculated. The most frequently used water index and the predecessor to Modified Normalized Difference Water Index (MNDWI), Normalized Difference Water Index (NDWI), was found to be the least accurate by a significant margin. Other indices required calibration of their threshold value to achieve accurate results, thus diminishing their replicability success for other regions. MNDWI was determined to be the best index for automated shoreline mapping, based on its superior accuracy and repeatable, stable threshold value.																	0303-2434					MAR	2018	65						92	104		10.1016/j.jag.2017.10.007								WOS:000418312200009						
J	Jaramillo, F; Brown, I; Castellazzi, P; Espinosa, L; Guittard, A; Hong, SH; Rivera-Monroy, VH; Wdowinski, S				Jaramillo, Fernando; Brown, Ian; Castellazzi, Pascal; Espinosa, Luisa; Guittard, Alice; Hong, Sang-Hoon; Rivera-Monroy, Victor H.; Wdowinski, Shimon			Assessment of hydrologic connectivity in an ungauged wetland with InSAR observations	ENVIRONMENTAL RESEARCH LETTERS												The Cienaga Grande de Santa Marta (CGSM) is one of the world's most productive tropical wetlands and one that has witnessed some of the greatest recorded dieback of mangroves. Human-driven loss of hydrologic connectivity by roads, artificial channels and water flow regulation appears to be the reason behind mangrove mortality in this ungauged wetland. In this study, we determined the CGSM's current state of hydrologic connectivity by combining a remote sensing technique, termed as Wetland Interferometric Synthetic Aperture Radar (InSAR), with a hydrologic study of river water discharge. For this research, we processed 29 ALOS-PALSAR acquisitions taken during the period 2007-2011 and generated 66 interferograms that provide information on relative surface water level changes. We found that change in water discharge upstream on the main tributary of the CGSM could explain at most 17% of the variance of the change in water level in the CGSM. Fresh water inputs into the wetland were identified only when the mean daily water discharge in the river exceeded 700m(3) s(-1), which corresponds to only 30% of the days during the period. The interferogram analysis also revealed that artificial channels within the wetland serve as barriers to water flow and contribute to the overall loss in hydrologic connectivity. We recommend increasing fresh water inputs from the Magdalena River by reducing water regulation of fresh water from the river and improving connectivity on either side of the artificial channels crossing the CGSM. This study emphasizes the potential of the application of wetland InSAR to determine hydrologic connectivity in wetlands that are completely or poorly ungauged and to define the necessary guidelines for wetland hydrologic restoration.																	1748-9326					FEB	2018	13	2							024003	10.1088/1748-9326/aa9d23								WOS:000423452800002						
J	Garaba, SP; Dierssen, HM				Garaba, Shungudzemwoyo P.; Dierssen, Heidi M.			An airborne remote sensing case study of synthetic hydrocarbon detection using short wave infrared absorption features identified from marine-harvested macro- and microplastics	REMOTE SENSING OF ENVIRONMENT												The abundance and distribution of plastic debris in natural waters is largely unknown due to limited comprehensive monitoring. Here, optical properties of dry and wet marine-harvested plastic debris were quantified to explore the feasibility of plastic debris optical remote sensing in the natural environment. We measured the spectral reflectance of microplastics (< 5 mm) from the North Atlantic Ocean, macroplastics (> 5 mm) washed ashore along the USA west coast and virgin plastic pellets over a wavelength range from 350 to 2500 nm. Compared to the spectral variability of multi-colored dry macroplastics, the measured dry marine-harvested microplastic reflectance spectra could be represented as a single bulk average spectrum with notable absorption features at similar to 931, 1215, 1417 and 1732 nm. The wet marine-harvested microplastics had similar spectral features to the dry microplastics but the magnitude was lower over the measured spectrum. When spectrally matched to the reference library of typical dry virgin pellets, the mean dry marine-harvested microplastics reflectance had moderate similarities to low-density polyethylene, polyethylene terephthalate, polypropylene and polymethyl methacrylate. This composition was consistent with the subset sampled with the Fourier Transform Infrared (FTIR) spectrometer and what has been reported globally. The absorption features at 1215 and 1732 nm were observable through an intervening atmosphere and used to map the distributions of synthetic hydrocarbons at a landfill and on man-made structures from airborne visible-infrared imaging spectrometer (AVIRIS) imagery, indicating the potential to remotely sense dry washed ashore and land-origin plastics. These same absorption features were identifiable on wet marine-harvested microplastics, but the ability to conduct remote sensing of microplastics at the ocean surface layer will require more detailed radiative transfer analysis and development of high signal-to-noise sensors. The spectral measurements presented here provide a foundation for such advances towards remote detection of plastics from various platforms.																	0034-4257	1879-0704				FEB	2018	205						224	235		10.1016/j.rse.2017.11.023								WOS:000423007700018						
J	Yu, X; Wang, YB; Liu, XY; Liu, X				Yu, Xiang; Wang, Yebao; Liu, Xiangyang; Liu, Xin			Remote sensing estimation of carbon fractions in the Chinese Yellow River estuary	MARINE GEORESOURCES & GEOTECHNOLOGY												Reliable and consistent carbon fraction estimates are crucial in studying the role of coasts in the global carbon cycle. Remote sensing offers the potential to estimate carbon fractions with its advantages of large spatial coverage and real-time surveys. Colored dissolved organic matter (CDOM) absorption was generally used as a proxy to estimate dissolved organic carbon (DOC). However, the CDOM-DOC relationship varies by region and remains inconstant. Thus, the correlation between the reflectivity of visible band and DOC concentration was directly adopted in DOC estimation and performed well in former studies. Atomic groups of the various components of carbon fractions produce electronic transition by absorbing photons, and this process occurs both in the visible bands and in the near-infrared bands. Thus, the wide range of absorption band provides an approach to estimate carbon fractions using the correlation between the reflectivity of the whole visible/near-infrared bands of optical satellite sensors and carbon fractions. A new ratio band combination was developed and performed well in carbon fraction concentration retrievals, and the yielded estimation accuracies (R-2>0.77, RPD >2.02) were sufficient to map the spatial distributions of carbon fractions with the moderate resolution imaging spectroradiometer image.																	1064-119X	1521-0618					2018	36	2					202	210		10.1080/1064119X.2017.1297876								WOS:000424062100006						
J	Luitel, B; Villarini, G; Vecchi, GA				Luitel, Beda; Villarini, Gabriele; Vecchi, Gabriel A.			Verification of the skill of numerical weather prediction models in forecasting rainfall from US landfalling tropical cyclones	JOURNAL OF HYDROLOGY												The goal of this study is the evaluation of the skill of five state-of-the-art numerical weather prediction (NWP) systems [European Centre for Medium-Range Weather Forecasts (ECMWF), UK Met Office (UKMO), National Centers for Environmental Prediction (NCEP), China Meteorological Administration (CMA), and Canadian Meteorological Center (CMC)] in forecasting rainfall from North Atlantic tropical cyclones (TCs). Analyses focus on 15 North Atlantic TCs that made landfall along the U.S. coast over the 2007-2012 period. As reference data we use gridded rainfall provided by the Climate Prediction Center (CPC). We consider forecast lead-times up to five days. To benchmark the skill of these models, we consider rainfall estimates from one radar-based (Stage IV) and four satellite-based [Tropical Rainfall Measuring Mission - Multi-satellite Precipitation Analysis (TMPA, both real-time and research version); Precipitation Estimation from Remotely Sensed Information using Artificial Neural Networks (PERSIANN); the CPC MORPHing Technique (CMORPH)] rainfall products. Daily and storm total rainfall fields from each of these remote sensing products are compared to the reference data to obtain information about the range of errors we can expect from "observational data." The skill of the NWP models is quantified: (1) by visual examination of the distribution of the errors in storm total rainfall for the different lead-times, and numerical examination of the first three moments of the error distribution; (2) relative to climatology at the daily scale. Considering these skill metrics, we conclude that the NWP models can provide skillful forecasts of TC rainfall with lead-times up to 48 h, without a consistently best or worst NWP model. (C) 2016 Elsevier B.V. All rights reserved.																	0022-1694	1879-2707				JAN	2018	556						1026	1037		10.1016/j.jhydrol.2016.09.019								WOS:000423641300080						
J	Watson, EB; Corona, AH				Burke Watson, Elizabeth; Hinojosa Corona, Alejandro			Assessment of Blue Carbon Storage by Baja California (Mexico) Tidal Wetlands and Evidence for Wetland Stability in the Face of Anthropogenic and Climatic Impacts	SENSORS												Although saline tidal wetlands cover less than a fraction of one percent of the earth's surface (similar to 0.01%), they efficiently sequester organic carbon due to high rates of primary production coupled with surfaces that aggrade in response to sea level rise. Here, we report on multi-decadal changes (1972-2008) in the extent of tidal marshes and mangroves, and characterize soil carbon density and source, for five regions of tidal wetlands located on Baja California's Pacific coast. Land-cover change analysis indicates the stability of tidal wetlands relative to anthropogenic and climate change impacts over the past four decades, with most changes resulting from natural coastal processes that are unique to arid environments. The disturbance of wetland soils in this region (to a depth of 50 cm) would liberate 2.55 Tg of organic carbon (C) or 9.36 Tg CO(2)eq. Based on stoichiometry and carbon stable isotope ratios, the source of organic carbon in these wetland sediments is derived from a combination of wetland macrophyte, algal, and phytoplankton sources. The reconstruction of natural wetland dynamics in Baja California provides a counterpoint to the history of wetland destruction elsewhere in North America, and measurements provide new insights on the control of carbon sequestration in arid wetlands.																	1424-8220					JAN	2018	18	1							32	10.3390/s18010032								WOS:000423286300032						
J	Mondal, P; Trzaska, S; de Sherbinin, A				Mondal, Pinki; Trzaska, Sylwia; de Sherbinin, Alex			Landsat-Derived Estimates of Mangrove Extents in the Sierra Leone Coastal Landscape Complex during 1990-2016	SENSORS												This study provides the first assessment of decadal changes in mangrove extents in Sierra Leone. While significant advances have been made in mangrove mapping using remote sensing, no study has documented long-term changes in mangrove extents in Sierra Leone-one of the most vulnerable countries in West Africa. Such understanding is critical for devising regional management strategies that can support local livelihoods. We utilize multi-date Landsat data and cloud computational techniques to quantify spatiotemporal changes in land cover, with focus on mangrove ecosystems, for 1990-2016 along the coast of Sierra Leone. We specifically focus on four estuaries-Scarcies, Sierra Leone, Yawri Bay, and Sherbro. We relied on the k-means approach for an unsupervised classification, and validated the classified map from 2016 using ground truth data collected from Sentinel-2 and high-resolution images and during field research (accuracy: 95%). Our findings indicate that the Scarcies river estuary witnessed the greatest mangrove loss since 1990 (45%), while the Sierra Leone river estuary experienced mangrove gain over the last 26 years (22%). Overall, the Sierra Leone coast lost 25% of its mangroves between 1990 and 2016, with the lowest coverage in 2000, during the period of civil war (1991-2002). However, natural mangrove dynamics, as supported by field observations, indicate the potential for regeneration and sustainability under carefully constructed management strategies.																	1424-8220					JAN	2018	18	1							12	10.3390/s18010012								WOS:000423286300012						
J	von Holdt, JR; Eckardt, FD				von Holdt, Johanna R.; Eckardt, Frank D.			Dust activity and surface sediment characteristics of the dustiest river in southern Africa: the Kuiseb River, Central Namib	SOUTH AFRICAN GEOGRAPHICAL JOURNAL												Previous remote sensing studies (2005-2008) have identified Namibia's Kuiseb as the dustiest river in southern Africa. The purpose of this study was to extend the dust event record through to 2014, and to examine the nature of the surfaces from which this satellite imagery indicates these dust plumes originate. The new 10-year record confirms the delta as the dustiest geomorphological unit (54% of plumes), followed by the gravel plain (28%) and then the river (8%). No dust originated from the Namib Sand Sea dunes or interdunes. Field observations provided detail about the geomorphological and sedimentological setting of the landscape components. The laboratory analysis focused on the size characteristics of 153 surface sediment samples collected from the Kuiseb main channel, its terraces, delta, gravel plain surfaces and tributaries, dunes and interdune. This study has identified that surface sediments suitable for dust production increase towards the coast with particular dusty' floodplain surfaces between Swartbank and Rooibank and the Kuiseb delta. We suggest that silt crusts formed as the flood water dissipate, provide a main source of potentially entrainable material for emission. The crusts consist entirely of silt- and clay-sized materials, with a maximum of 97%<63m, 39%<10m and 6%<2m. Anthropogenic disturbances of the surfaces are potentially playing a role in the production of dust, with the area undergoing significant development.																	0373-6245	2151-2418					2018	100	1					104	121		10.1080/03736245.2017.1339627								WOS:000423739500006						
J	Xiao, L; Lang, Y; Christakos, G				Xiao, Lu; Lang, Yichao; Christakos, George			High-resolution spatiotemporal mapping of PM2.5 concentrations at Mainland China using a combined BME-GWR technique	ATMOSPHERIC ENVIRONMENT												With rapid economic development, industrialization and urbanization, the ambient air PM2.5 has become a major pollutant linked to respiratory, heart and lung diseases. In China, PM2.5 pollution constitutes an extreme environmental and social problem of widespread public concern. In this work we estimate ground-level PM2.5 from satellite-derived aerosol optical depth (AOD), topography data, meteorological data, and pollutant emission using an integrative technique. In particular, Geographically Weighted Regression (GWR) analysis was combined with Bayesian Maximum Entropy (BME) theory to assess the spatiotemporal characteristics of PM2.5 exposure in a large region of China and generate informative PM2.5 space-time predictions (estimates). It was found that, due to its integrative character, the combined BME-GWR method offers certain improvements in the space-time prediction of PM2.5 concentrations over China compared to previous techniques. The combined BME-GWR technique generated realistic maps of space-time PM2.5 distribution, and its performance was superior to that of seven previous studies of satellite-derived PM2.5 concentrations in China in terms of prediction accuracy. The purely spatial GWR model can only be used at a fixed time, whereas the integrative BME-GWR approach accounts for cross space-time dependencies and can predict PM2.5 concentrations in the composite space-time domain. The 10-fold results of BME-GWR modeling (R-2 = 0.883, RMSE = 11.39 mu g/m(3)) demonstrated a high level of space-time PM2.5 prediction (estimation) accuracy over China, revealing a definite trend of severe PM2.5 levels from the northern coast toward inland China (Nov 2015 Feb 2016). Future work should focus on the addition of higher resolution AOD data, developing better satellite-based prediction models, and related air pollutants for space-time PM2.5 prediction purposes.																	1352-2310	1873-2844				JAN	2018	173						295	305		10.1016/j.atmosenv.2017.10.062								WOS:000423007600028						
