PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Alvarez, A; Chiggiato, J; Schroeder, K				Alvarez, A.; Chiggiato, J.; Schroeder, K.			Mapping sub-surface geostrophic currents from altimetry and a fleet of gliders	DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS																Schroeder, Katrin/C-7490-2009; CNR, Ismar/P-1247-2014	Schroeder, Katrin/0000-0001-7991-9121; CNR, Ismar/0000-0001-5351-1486; Chiggiato, Jacopo/0000-0002-0998-6473; Alvarez, Alberto/0000-0001-6583-8515												0967-0637					APR	2013	74						115	129		10.1016/j.dsr.2012.10.014								WOS:000316577800010						
J	Mazor, T; Levin, N; Possingham, HP; Levy, Y; Rocchini, D; Richardson, AJ; Kark, S				Mazor, Tessa; Levin, Noam; Possingham, Hugh P.; Levy, Yaniv; Rocchini, Duccio; Richardson, Anthony J.; Kark, Salit			Can satellite-based night lights be used for conservation? The case of nesting sea turtles in the Mediterranean	BIOLOGICAL CONSERVATION																Kark, Salit/I-7123-2013; Kark, Salit/C-6795-2016; Possingham, Hugh/B-1337-2008; Richardson, Anthony/B-3649-2010; Mazor, Tessa/F-8074-2013; Levin, Noam/D-2180-2013	Kark, Salit/0000-0002-7183-3988; Kark, Salit/0000-0002-7183-3988; Possingham, Hugh/0000-0001-7755-996X; Levin, Noam/0000-0002-9434-7501; Rocchini, Duccio/0000-0003-0087-0594												0006-3207	1873-2917				MAR	2013	159						63	72		10.1016/j.biocon.2012.11.004								WOS:000320096300010						
J	Moisan, TAH; Moisan, JR; Linkswiler, MA; Steinhardt, RA				Moisan, Tiffany A. H.; Moisan, John R.; Linkswiler, Matthew A.; Steinhardt, Rachel A.			Algorithm development for predicting biodiversity based on phytoplankton absorption	CONTINENTAL SHELF RESEARCH																Moisan, John/B-8762-2016	Moisan, John/0000-0002-8078-8939												0278-4343	1873-6955				MAR 1	2013	55						17	28		10.1016/j.csr.2012.12.011								WOS:000317943800002						
J	Dutertre, M; Hamon, D; Chevalier, C; Ehrhold, A				Dutertre, Mickael; Hamon, Dominique; Chevalier, Claire; Ehrhold, Axel			The use of the relationships between environmental factors and benthic macrofaunal distribution in the establishment of a baseline for coastal management	ICES JOURNAL OF MARINE SCIENCE																	Ehrhold, Axel/0000-0001-7207-0831												1054-3139					MAR	2013	70	2					294	308		10.1093/icesjms/fss170								WOS:000318091700006						
J	Ormo, J; Rossi, AP; Housen, KR				Ormoe, Jens; Rossi, Angelo P.; Housen, Kevin R.			A new method to determine the direction of impact: Asymmetry of concentric impact craters as observed in the field (Lockne), on Mars, in experiments, and simulations	METEORITICS & PLANETARY SCIENCE																Ormo, Jens/L-9058-2014; Rossi, Angelo Pio/B-5931-2013	Ormo, Jens/0000-0002-5810-9442; Rossi, Angelo Pio/0000-0002-0137-1984												1086-9379	1945-5100				MAR	2013	48	3					403	419		10.1111/maps.12065								WOS:000316963200006						
J	Westberry, TK; Behrenfeld, MJ; Milligan, AJ; Doney, SC				Westberry, Toby K.; Behrenfeld, Michael J.; Milligan, Allen J.; Doney, Scott C.			Retrospective satellite ocean color analysis of purposeful and natural ocean iron fertilization	DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS																Doney, Scott/F-9247-2010	Doney, Scott/0000-0002-3683-2437												0967-0637					MAR	2013	73						1	16		10.1016/j.dsr.2012.11.010								WOS:000316092000001						
J	Groom, G; Stjernholm, M; Nielsen, RD; Fleetwood, A; Petersen, IK				Groom, Geoff; Stjernholm, Michael; Nielsen, Rasmus Due; Fleetwood, Andrew; Petersen, Ib Krag			Remote sensing image data and automated analysis to describe marine bird distributions and abundances	ECOLOGICAL INFORMATICS																Nielsen, Rasmus Due/J-6735-2013; Stjernholm, Michael/J-4920-2013; Ma, Lei/I-4597-2014	Stjernholm, Michael/0000-0002-0616-4685; Groom, Geoff/0000-0003-3820-6621												1574-9541	1878-0512				MAR	2013	14				SI		2	8		10.1016/j.ecoinf.2012.12.001								WOS:000316163100002						
J	Klemas, V				Klemas, Victor			Airborne Remote Sensing of Coastal Features and Processes: An Overview	JOURNAL OF COASTAL RESEARCH																													0749-0208	1551-5036				MAR	2013	29	2					239	255		10.2112/JCOASTRES-D-12-00107.1								WOS:000316162400001						
J	Lidz, BH; Zawada, DG				Lidz, Barbara H.; Zawada, David G.			Possible Return of Acropora cervicornis at Pulaski Shoal, Dry Tortugas National Park, Florida	JOURNAL OF COASTAL RESEARCH																													0749-0208					MAR	2013	29	2					256	271		10.2112/JCOASTRES-D-12-00078.1								WOS:000316162400002						
J	Etiope, G; Christodoulou, D; Kordella, S; Marinaro, G; Papatheodorou, G				Etiope, G.; Christodoulou, D.; Kordella, S.; Marinaro, G.; Papatheodorou, G.			Offshore and onshore seepage of thermogenic gas at Katakolo Bay (Western Greece)	CHEMICAL GEOLOGY																Etiope, Giuseppe/H-3343-2011	Etiope, Giuseppe/0000-0001-8614-4221												0009-2541					FEB 15	2013	339				SI		115	126		10.1016/j.chemgeo.2012.08.011								WOS:000316423200012						
J	Herkul, K; Kotta, J; Kutser, T; Vahtmae, E				Herkuel, Kristjan; Kotta, Jonne; Kutser, Tiit; Vahtmaee, Ele			Relating Remotely Sensed Optical Variability to Marine Benthic Biodiversity	PLOS ONE																Kutser, Tiit/H-1304-2015	Herkul, Kristjan/0000-0002-4356-8152; Kutser, Tiit/0000-0001-9679-1422; Kotta, Jonne/0000-0002-4970-6755												1932-6203					FEB 6	2013	8	2							e55624	10.1371/journal.pone.0055624								WOS:000315153400125	23405180					
J	Kinzel, PJ; Legleiter, CJ; Nelson, JM				Kinzel, Paul J.; Legleiter, Carl J.; Nelson, Jonathan M.			Mapping River Bathymetry With a Small Footprint Green LiDAR: Applications and Challenges	JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION																	Kinzel, Paul/0000-0002-6076-9730; Legleiter, Carl/0000-0003-0940-8013												1093-474X					FEB	2013	49	1					183	204		10.1111/jawr.12008								WOS:000314755700013						
