PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Proud, R; Cox, MJ; Wotherspoon, S; Brierley, AS				Proud, Roland; Cox, Martin J.; Wotherspoon, Simon; Brierley, Andrew S.			A method for identifying Sound Scattering Layers and extracting key characteristics	METHODS IN ECOLOGY AND EVOLUTION																	Proud, Roland/0000-0002-8647-5562												2041-210X	2041-2096				OCT	2015	6	10					1190	1198		10.1111/2041-210X.12396								WOS:000362916000008						
J	Dowdeswell, JA; Hogan, KA; Arnold, NS; Mugford, RI; Wells, M; Hirst, JPP; Decalf, C				Dowdeswell, Julian A.; Hogan, Kelly A.; Arnold, Neil S.; Mugford, Ruth I.; Wells, Martin; Hirst, J. Philip P.; Decalf, Carole			Sediment-rich meltwater plumes and ice-proximal fans at the margins of modern and ancient tidewater glaciers: Observations and modelling	SEDIMENTOLOGY																													0037-0746	1365-3091				OCT	2015	62	6					1665	1692		10.1111/sed.12198								WOS:000362555200006						
J	Solanki, HU; Bhatpuria, D; Chauhan, P				Solanki, H. U.; Bhatpuria, Dhyey; Chauhan, Prakash			Signature analysis of satellite derived SSHa, SST and chlorophyll concentration and their linkage with marine fishery resources	JOURNAL OF MARINE SYSTEMS																													0924-7963	1879-1573				OCT	2015	150						12	21		10.1016/j.jmarsys.2015.05.004								WOS:000361862600002						
J	Agirbas, E; Martinez-Vicente, V; Brewin, RJW; Racault, MF; Airs, RL; Llewellyn, CA				Agirbas, Ertugrul; Martinez-Vicente, Victor; Brewin, Robert J. W.; Racault, Marie-Fanny; Airs, Ruth L.; Llewellyn, Carole A.			Temporal changes in total and size-fractioned chlorophyll-a in surface waters of three provinces in the Atlantic Ocean (September to November) between 2003 and 2010	JOURNAL OF MARINE SYSTEMS																Racault, Marie-Fanny/D-7190-2016	Racault, Marie-Fanny/0000-0002-7584-2515; Brewin, Robert/0000-0001-5134-8291; Martinez-Vicente, Victor/0000-0003-3492-583X; Airs, Ruth/0000-0003-0861-742X												0924-7963	1879-1573				OCT	2015	150						56	65		10.1016/j.jmarsys.2015.05.008								WOS:000361862600006						
J	Almalki, KA; Ailleres, L; Betts, PG; Bantan, RA				Almalki, Khalid A.; Ailleres, Laurent; Betts, Peter G.; Bantan, Rashad A.			Evidence for and relationship between recent distributed extension and halokinesis in the Farasan Islands, southern Red Sea, Saudi Arabia	ARABIAN JOURNAL OF GEOSCIENCES																	Betts, Peter/0000-0002-2088-7433; Ailleres, Laurent/0000-0002-1897-4394												1866-7511	1866-7538				OCT	2015	8	10					8753	8766		10.1007/s12517-015-1792-9								WOS:000361829800077						
J	Knaeps, E; Ruddick, KG; Doxaran, D; Dogliotti, AI; Nechad, B; Raymaekers, D; Sterckx, S				Knaeps, E.; Ruddick, K. G.; Doxaran, D.; Dogliotti, A. I.; Nechad, B.; Raymaekers, D.; Sterckx, S.			A SWIR based algorithm to retrieve total suspended matter in extremely turbid waters	REMOTE SENSING OF ENVIRONMENT																Biblio, LOV/K-9251-2017													0034-4257	1879-0704				OCT	2015	168						66	79		10.1016/j.rse.2015.06.022								WOS:000361405500006						
J	Sa, C; D'Alimonte, D; Brito, AC; Kajiyama, T; Mendes, CR; Vitorino, J; Oliveira, PB; da Silva, JCB; Brotas, V				Sa, C.; D'Alimonte, D.; Brito, A. C.; Kajiyama, T.; Mendes, C. R.; Vitorino, J.; Oliveira, P. B.; da Silva, J. C. B.; Brotas, V.			Validation of standard and alternative satellite ocean-color chlorophyll products off Western Iberia	REMOTE SENSING OF ENVIRONMENT																D'Alimonte, Davide/I-6531-2013; Sa, Carolina/C-2268-2012; Scientific output, CIIMAR/E-5122-2012; Mendes, Carlos/I-1520-2012; Brito, Ana /F-4473-2011; Algarve, CCMAR/C-2603-2018; Scientific Productivity, CIIMAR/N-6498-2017; da Silva, Jose/B-9212-2008	D'Alimonte, Davide/0000-0001-7217-7057; Sa, Carolina/0000-0001-8252-4593; Scientific output, CIIMAR/0000-0001-6270-2153; Mendes, Carlos/0000-0001-6875-8860; Brito, Ana /0000-0001-6539-5830; Scientific Productivity, CIIMAR/0000-0002-3703-4402; da Silva, Jose/0000-0002-5453-3916												0034-4257	1879-0704				OCT	2015	168						403	419		10.1016/j.rse.2015.07.018								WOS:000361405500031						
J	Bell, TW; Cavanaugh, KC; Reed, DC; Siegel, DA				Bell, Tom W.; Cavanaugh, Kyle C.; Reed, Daniel C.; Siegel, David A.			Geographical variability in the controls of giant kelp biomass dynamics	JOURNAL OF BIOGEOGRAPHY																													0305-0270	1365-2699				OCT	2015	42	10					2010	2021		10.1111/jbi.12550								WOS:000361181900019						
J	Amin, R; Penta, B; deRada, S				Amin, Ruhul; Penta, Bradley; deRada, Sergio			Occurrence and Spatial Extent of HABs on the West Florida Shelf 2002-Present	IEEE GEOSCIENCE AND REMOTE SENSING LETTERS																													1545-598X	1558-0571				OCT	2015	12	10					2080	2084		10.1109/LGRS.2015.2448453								WOS:000359576400015						
J	Thys, TM; Ryan, JP; Dewar, H; Perle, CR; Lyons, K; O'Sullivan, J; Farwell, C; Howard, MJ; Weng, KC; Lavaniegos, BE; Gaxiola-Castro, G; Bojorquez, LEM; Hazen, EL; Bograd, SJ				Thys, Tierney M.; Ryan, John P.; Dewar, Heidi; Perle, Christopher R.; Lyons, Kady; O'Sullivan, John; Farwell, Charles; Howard, Michael J.; Weng, Kevin C.; Lavaniegos, Bertha E.; Gaxiola-Castro, Gilberto; Miranda Bojorquez, Luis Erasmo; Hazen, Elliott L.; Bograd, Steven J.			Ecology of the Ocean Sunfish, Mola mola, in the southern California Current System	JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY																	Ryan, John/0000-0001-7954-5369; Hazen, Elliott/0000-0002-0412-7178; Weng, Kevin Chi-Ming/0000-0002-7069-7152												0022-0981	1879-1697				OCT	2015	471						64	76		10.1016/j.jembe.2015.05.005								WOS:000359167700009						
J	Neff, PD; Bertler, NAN				Neff, Peter D.; Bertler, Nancy A. N.			Trajectory modeling of modern dust transport to the Southern Ocean and Antarctica	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																	Neff, Peter/0000-0003-1697-0936; Bertler, Nancy/0000-0001-6028-4891												2169-897X	2169-8996				SEP 27	2015	120	18					9303	9322		10.1002/2015JD023304								WOS:000363425900016						
J	Fields, L; Mercer, J; Hyde, KJW; Brush, M; Nixon, SW; Oviatt, C; Schwartz, ML; Ullman, D; Codiga, D				Fields, Lindsey; Mercer, Jeffrey; Hyde, Kimberly J. W.; Brush, Mark; Nixon, Scott W.; Oviatt, Candace; Schwartz, Malia L.; Ullman, David; Codiga, Daniel			Comparison of surface chlorophyll, primary production, and satellite imagery in hydrographically different sounds off southern New England	MARINE ECOLOGY PROGRESS SERIES																													0171-8630	1616-1599				SEP 15	2015	535						29	45		10.3354/meps11386								WOS:000361694000003						
J	Lecours, V; Devillers, R; Schneider, DC; Lucieer, VL; Brown, CJ; Edinger, EN				Lecours, Vincent; Devillers, Rodolphe; Schneider, David C.; Lucieer, Vanessa L.; Brown, Craig J.; Edinger, Evan N.			Spatial scale and geographic context in benthic habitat mapping: review and future directions	MARINE ECOLOGY PROGRESS SERIES																	Lecours, Vincent/0000-0002-4777-3348												0171-8630	1616-1599				SEP 15	2015	535						259	284		10.3354/meps11378								WOS:000361694000018						
J	Kudela, RM; Palacios, SL; Austerberry, DC; Accorsi, EK; Guild, LS; Torres-Perez, J				Kudela, Raphael M.; Palacios, Sherry L.; Austerberry, David C.; Accorsi, Emma K.; Guild, Liane S.; Torres-Perez, Juan			Application of hyperspectral remote sensing to cyanobacterial blooms in inland waters	REMOTE SENSING OF ENVIRONMENT																													0034-4257	1879-0704				SEP 15	2015	167				SI		196	205		10.1016/j.rse.2015.01.025								WOS:000360510800017						
J	Dierssen, HM; Chlus, A; Russell, B				Dierssen, H. M.; Chlus, A.; Russell, B.			Hyperspectral discrimination of floating mats of seagrass wrack and the macroalgae Sargassum in coastal waters of Greater Florida Bay using airborne remote sensing	REMOTE SENSING OF ENVIRONMENT																	Russell, Brandon/0000-0002-8848-4841												0034-4257	1879-0704				SEP 15	2015	167				SI		247	258		10.1016/j.rse.2015.01.027								WOS:000360510800021						
J	Letortu, P; Costa, S; Maquaire, O; Delacourt, C; Augereau, E; Davidson, R; Suanez, S; Nabucet, J				Letortu, Pauline; Costa, Stephane; Maquaire, Olivier; Delacourt, Christophe; Augereau, Emmanuel; Davidson, Robert; Suanez, Serge; Nabucet, Jean			Retreat rates, modalities and agents responsible for erosion along the coastal chalk cliffs of Upper Normandy: The contribution of terrestrial laser scanning	GEOMORPHOLOGY																delacourt, christophe/A-8240-2008													0169-555X	1872-695X				SEP 15	2015	245						3	14		10.1016/j.geomorph.2015.05.007								WOS:000360511200001						
J	Olsen, PM; Kolden, CA; Gadamus, L				Olsen, Patrick M.; Kolden, Crystal A.; Gadamus, Lily			Developing Theoretical Marine Habitat Suitability Models from Remotely-Sensed Data and Traditional Ecological Knowledge	REMOTE SENSING																													2072-4292					SEP	2015	7	9					11863	11886		10.3390/rs70911863								WOS:000362511400042						
J	Lee, Y; Matrai, PA; Friedrichs, MAM; Saba, VS; Antoine, D; Ardyna, M; Asanuma, I; Babin, M; Belanger, S; Benoit-Gagne, M; Devred, E; Fernandez-Mendez, M; Gentili, B; Hirawake, T; Kang, SH; Kameda, T; Katlein, C; Lee, SH; Lee, ZP; Melin, F; Scardi, M; Smyth, TJ; Tang, S; Turpie, KR; Waters, KJ; Westberry, TK				Lee, Younjoo J.; Matrai, Patricia A.; Friedrichs, Marjorie A. M.; Saba, Vincent S.; Antoine, David; Ardyna, Mathieu; Asanuma, Ichio; Babin, Marcel; Belanger, Simon; Benoit-Gagne, Maxime; Devred, Emmanuel; Fernandez-Mendez, Mar; Gentili, Bernard; Hirawake, Toru; Kang, Sung-Ho; Kameda, Takahiko; Katlein, Christian; Lee, Sang H.; Lee, Zhongping; Melin, Frederic; Scardi, Michele; Smyth, Tim J.; Tang, Shilin; Turpie, Kevin R.; Waters, Kirk J.; Westberry, Toby K.			An assessment of phytoplankton primary productivity in the Arctic Ocean from satellite ocean color/in situ chlorophyll-a based models	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																Antoine, David/C-3817-2013; Biblio, LOV/K-9251-2017	Antoine, David/0000-0002-9082-2395; Ardyna, Mathieu/0000-0002-4703-6655; Fernandez-Mendez, Mar/0000-0002-4968-1156; Smyth, Tim/0000-0003-0659-1422; Lee, Younjoo/0000-0002-2869-9680; Katlein, Christian/0000-0003-2422-0414; Friedrichs, Marjorie/0000-0003-2828-7595												2169-9275	2169-9291				SEP	2015	120	9					6508	6541		10.1002/2015JC011018								WOS:000363470300035						
J	Kaskaoutis, DG; Rashki, A; Francois, P; Dumka, UC; Houssos, EE; Legrand, M				Kaskaoutis, D. G.; Rashki, A.; Francois, P.; Dumka, U. C.; Houssos, E. E.; Legrand, M.			Meteorological regimes modulating dust outbreaks in southwest Asia: The role of pressure anomaly and Inter-Tropical Convergence Zone on the 1-3 July 2014 case	AEOLIAN RESEARCH																Rashki, Alireza/H-5577-2011	Rashki, Alireza/0000-0003-0213-7097												1875-9637	2212-1684				SEP	2015	18						83	97		10.1016/j.aeolia.2015.06.006								WOS:000362134800008						
J	Pisoni, JP; Rivas, AL; Piola, AR				Pisoni, Juan P.; Rivas, Andres L.; Piola, Alberto R.			On the variability of tidal fronts on a macrotidal continental shelf, Northern Patagonia, Argentina	DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY																	Piola, Alberto/0000-0002-5003-8926												0967-0645	1879-0100				SEP	2015	119						61	68		10.1016/j.dsr2.2014.01.019								WOS:000361581100007						
J	Huang, Z; Feng, M				Huang, Zhi; Feng, Ming			Remotely sensed spatial and temporal variability of the Leeuwin Current using MODIS data	REMOTE SENSING OF ENVIRONMENT																Feng, Ming/F-5411-2010	Feng, Ming/0000-0002-2855-7092												0034-4257	1879-0704				SEP 1	2015	166						214	232		10.1016/j.rse.2015.05.028								WOS:000358632500018						
J	Wolanin, A; Rozanov, VV; Dinter, T; Noel, S; Vountas, M; Burrows, JP; Bracher, A				Wolanin, A.; Rozanov, V. V.; Dinter, T.; Noel, S.; Vountas, M.; Burrows, J. P.; Bracher, A.			Global retrieval of marine and terrestrial chlorophyll fluorescence at its red peak using hyperspectral top of atmosphere radiance measurements: Feasibility study and first results	REMOTE SENSING OF ENVIRONMENT																Bracher, Astrid/B-7805-2013; Burrows, John/B-6199-2014	Bracher, Astrid/0000-0003-3025-5517; Burrows, John/0000-0002-6821-5580												0034-4257	1879-0704				SEP 1	2015	166						243	261		10.1016/j.rse.2015.05.018								WOS:000358632500020						
