PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Kracker, LM				Kracker, LM			The geography of fish: The use of remote sensing and spatial analysis tools in fisheries research	PROFESSIONAL GEOGRAPHER																													0033-0124					AUG	1999	51	3					440	450		10.1111/0033-0124.00178								WOS:000081714000010						
J	Sassen, K; Mace, GG; Wang, Z; Poellot, MR				Sassen, K; Mace, GG; Wang, Z; Poellot, MR			Continental stratus clouds: A case study using coordinated remote sensing and aircraft measurements	JOURNAL OF THE ATMOSPHERIC SCIENCES																Wang, Zhien/F-4857-2011													0022-4928					JUL 15	1999	56	14					2345	2358		10.1175/1520-0469(1999)056<2345:CSCACS>2.0.CO;2								WOS:000081768400006						
J	Pinkerton, MH; Aiken, J				Pinkerton, MH; Aiken, J			Calibration and validation of remotely sensed observations of ocean color from a moored data buoy	JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY																													0739-0572	1520-0426				JUL	1999	16	7					915	923		10.1175/1520-0426(1999)016<0915:CAVORS>2.0.CO;2								WOS:000081507700011						
J	Fougnie, B; Frouin, R; Lecomte, P; Deschamps, PY				Fougnie, B; Frouin, R; Lecomte, P; Deschamps, PY			Reduction of skylight reflection effects in the above-water measurement of diffuse marine reflectance	APPLIED OPTICS																													1559-128X	2155-3165				JUN 20	1999	38	18					3844	3856		10.1364/AO.38.003844								WOS:000080978900002	18319991					
J	Rast, M; Bezy, JL; Bruzzi, S				Rast, M; Bezy, JL; Bruzzi, S			The ESA Medium Resolution Imaging Spectrometer MERIS - a review of the instrument and its mission	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161					JUN 15	1999	20	9					1681	1702		10.1080/014311699212416								WOS:000081047400002						
J	Bricaud, A; Morel, A; Barale, V				Bricaud, A; Morel, A; Barale, V			MERIS potential for ocean colour studies in the open ocean	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161					JUN 15	1999	20	9					1757	1769		10.1080/014311699212461								WOS:000081047400007						
J	Mumby, PJ; Harborne, AR				Mumby, PJ; Harborne, AR			Development of a systematic classification scheme of marine habitats to facilitate regional management and mapping of Caribbean coral reefs	BIOLOGICAL CONSERVATION																Mumby, Peter/F-9914-2010; Ross, Donald/F-7607-2012; Harborne, Alastair/F-6155-2013	Ross, Donald/0000-0002-8659-3833; Harborne, Alastair/0000-0002-6818-8615												0006-3207					MAY	1999	88	2					155	163		10.1016/S0006-3207(98)00108-6								WOS:000078342900002						
J	Galloway, J; Pazmany, A; Mead, J; McIntosh, RE; Leon, D; French, J; Haimov, S; Kelly, R; Vali, G				Galloway, J; Pazmany, A; Mead, J; McIntosh, RE; Leon, D; French, J; Haimov, S; Kelly, R; Vali, G			Coincident in situ and W-band radar measurements of drop size distribution in a marine stratus cloud and drizzle	JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY																													0739-0572					MAY	1999	16	5					504	517		10.1175/1520-0426(1999)016<0504:CISAWB>2.0.CO;2								WOS:000080224700002						
J	Seuront, L; Schmitt, F; Lagadeuc, Y; Schertzer, D; Lovejoy, S				Seuront, L; Schmitt, F; Lagadeuc, Y; Schertzer, D; Lovejoy, S			Universal multifractal analysis as a tool to characterize multiscale intermittent patterns: example of phytoplankton distribution in turbulent coastal waters	JOURNAL OF PLANKTON RESEARCH																Schmitt, Francois/A-1999-2009; Lovejoy, Shaun/E-8019-2011	Schmitt, Francois/0000-0001-6733-0598; Lovejoy, Shaun/0000-0002-9367-3137; Seuront, Laurent/0000-0002-0051-5202												0142-7873					MAY	1999	21	5					877	922		10.1093/plankt/21.5.877								WOS:000080424000004						
J	Subramaniam, A; Carpenter, EJ; Falkowski, PG				Subramaniam, A; Carpenter, EJ; Falkowski, PG			Bio-optical properties of the marine diazotrophic cyanobacteria Trichodesmium spp. II. A reflectance model for remote sensing	LIMNOLOGY AND OCEANOGRAPHY																	Subramaniam, Ajit/0000-0003-1316-5827												0024-3590					MAY	1999	44	3					618	627		10.4319/lo.1999.44.3.0618								WOS:000080326300013						
J	Yueh, SH; Wilson, WJ; Dinardo, SJ; Li, FK				Yueh, SH; Wilson, WJ; Dinardo, SJ; Li, FK			Polarimetric microwave brightness signatures of ocean wind directions	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																													0196-2892					MAR	1999	37	2	2				949	959		10.1109/36.752213								WOS:000079231700007						
J	Ivanova, K; Ackerman, T				Ivanova, K; Ackerman, T			Multifractal characterization of liquid water in clouds	PHYSICAL REVIEW E																	Ivanova, Kristinka/0000-0003-4521-0944												1063-651X					MAR	1999	59	3	A				2778	2782		10.1103/PhysRevE.59.2778								WOS:000079233300046						
J	Downie, AJ; Donnan, DW; Davison, AJ				Downie, AJ; Donnan, DW; Davison, AJ			A review of Scottish Natural Heritage's work in subtidal marine biotope mapping using remote sensing	INTERNATIONAL JOURNAL OF REMOTE SENSING					28th Annual International Symposium on Remote Sensing of Coasts and Estuaries	SEP, 1997	UNIV ST ANDREWS, ST ANDREWS, SCOTLAND		UNIV ST ANDREWS																				0143-1161					FEB 15	1999	20	3					585	592		10.1080/014311699213352								WOS:000078973300009						
J	Devaraj, M; Vivekanandan, E				Devaraj, M; Vivekanandan, E			Marine capture fisheries of India: Challenges and opportunities	CURRENT SCIENCE																													0011-3891					FEB 10	1999	76	3					314	332										WOS:000078719900022						
J	Burrows, JP; Weber, M; Buchwitz, M; Rozanov, V; Ladstatter-Weissenmayer, A; Richter, A; DeBeek, R; Hoogen, R; Bramstedt, K; Eichmann, KU; Eisinger, M				Burrows, JP; Weber, M; Buchwitz, M; Rozanov, V; Ladstatter-Weissenmayer, A; Richter, A; DeBeek, R; Hoogen, R; Bramstedt, K; Eichmann, KU; Eisinger, M			The global ozone monitoring experiment (GOME): Mission concept and first scientific results	JOURNAL OF THE ATMOSPHERIC SCIENCES					Conference on Global Measurement Systems for Atmospheric Composition	MAY, 1997	TORONTO, CANADA	Int Global Atmospher Chem Program, Stratospher Proc & Their Role Climate, Global Atmospher Watch, Canadian Space Agcy, Atmospher Environm Serv								Ladstatter-WeiSSenmayer, Annette/P-8086-2016; Buchwitz, Michael/G-1510-2011; Richter, Andreas/C-4971-2008; Burrows, John/B-6199-2014; Weber, Mark/F-1409-2011	Ladstatter-WeiSSenmayer, Annette/0000-0001-7506-8569; Richter, Andreas/0000-0003-3339-212X; Burrows, John/0000-0002-6821-5580; Weber, Mark/0000-0001-8217-5450												0022-4928	1520-0469				JAN 15	1999	56	2					151	175		10.1175/1520-0469(1999)056<0151:TGOMEG>2.0.CO;2								WOS:000078226000003						
J	Colwell, RR; Huq, A				Colwell, RR; Huq, A			Global microbial ecology: biogeography and diversity of Vibrios as a model	JOURNAL OF APPLIED MICROBIOLOGY					SfAM Symposium on Aquatic Microbiology	JUL, 1998	UNIV LANCASTER, LANCASTER, ENGLAND		UNIV LANCASTER																				1364-5072						1999	85			S			134S	137S										WOS:000080995200017						
J	Moore, PA; Fields, DM; Yen, J				Moore, PA; Fields, DM; Yen, J			Physical constraints of chemoreception in foraging copepods	LIMNOLOGY AND OCEANOGRAPHY																													0024-3590					JAN	1999	44	1					166	177		10.4319/lo.1999.44.1.0166								WOS:000078378300015						
J	Frette, O; Stamnes, JJ; Stamnes, K				Frette, O; Stamnes, JJ; Stamnes, K			Optical remote sensing of marine constituents in coastal waters: a feasibility study	APPLIED OPTICS																													0003-6935					DEC 20	1998	37	36					8318	8326		10.1364/AO.37.008318								WOS:000077690300004	18301654					
J	Chauvaud, S; Bouchon, C; Maniere, R				Chauvaud, S; Bouchon, C; Maniere, R			Remote sensing techniques adapted to high resolution mapping of tropical coastal marine ecosystems (coral reefs, seagrass beds and mangrove)	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161					DEC	1998	19	18					3625	3639		10.1080/014311698213858								WOS:000077774800010						
J	Vasquez, JA; Camus, PA; Ojeda, FP				Vasquez, JA; Camus, PA; Ojeda, FP			Diversity, structure and functioning of rocky coastal ecosystems in northern Chile	REVISTA CHILENA DE HISTORIA NATURAL																													0716-078X					DEC	1998	71	4					479	499										WOS:000078276100005						
J	Doran, PT; Wharton, RA; Des Marais, DJ; McKay, CP				Doran, PT; Wharton, RA; Des Marais, DJ; McKay, CP			Antarctic paleolake sediments and the search for extinct life on Mars	JOURNAL OF GEOPHYSICAL RESEARCH-PLANETS																													0148-0227					NOV 25	1998	103	E12					28481	28493		10.1029/98JE01713								WOS:000077290100004						
J	Prasad, S; Pandarinath, K; Gupta, SK				Prasad, S; Pandarinath, K; Gupta, SK			Geomorphology, tectonism and sedimentation in the Nal region, western India	GEOMORPHOLOGY																													0169-555X					NOV	1998	25	3-4					207	223		10.1016/S0169-555X(98)00042-7								WOS:000077257400004						
J	Smith, RC; Baker, KS; Byers, ML; Stammerjohn, SE				Smith, RC; Baker, KS; Byers, ML; Stammerjohn, SE			Primary productivity of the Palmer Long Term Ecological Research area and the Southern Ocean	JOURNAL OF MARINE SYSTEMS					International JGOFS Symposium on Carbon Fluxes and Dynamic Processes in the Southern Ocean - Present and Past	AUG 28-31, 1995	BREST, FRANCE	European Inst Marine Studies, Univ W Brittany									STAMMERJOHN, SHARON/0000-0002-1697-8244												0924-7963					NOV	1998	17	1-4					245	259		10.1016/S0924-7963(98)00041-4								WOS:000077463500017						
J	Thomas, A; Barber, DG				Thomas, A; Barber, DG			On the use of multi-year ice ERS-1 sigma degrees as a proxy indicator of melt period sea ice albedo	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161					SEP 20	1998	19	14					2807	2821		10.1080/014311698214523								WOS:000076003800012						
J	Hamilton, LJ; Shi, Z; Zhang, SY				Hamilton, LJ; Shi, Z; Zhang, SY			Acoustic backscatter measurements of estuarine suspended cohesive sediment concentration profiles	JOURNAL OF COASTAL RESEARCH																HAMILTON, Les/A-6044-2008													0749-0208					FAL	1998	14	4					1213	1224										WOS:000076880900003						
J	Burke, RJ; Helsley, CE; Sharma, SK; Patel, CKN; Madey, JMJ				Burke, RJ; Helsley, CE; Sharma, SK; Patel, CKN; Madey, JMJ			High performance FEL for the proposed PEARL research platform	NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS					International Symposium on Free Electron Laser Facilities and Applications (FELFA 98)	JAN 26-29, 1998	KYOTO, JAPAN	AF Off Sci Res Asian Off Aerosp Res & Dev (AFOSR/AOARD)																					0168-583X					SEP	1998	144	1-4					99	106		10.1016/S0168-583X(98)00350-4								WOS:000076020700015						
J	Barbini, R; Colao, F; Fantoni, R; Micheli, C; Palucci, A; Ribezzo, S				Barbini, R; Colao, F; Fantoni, R; Micheli, C; Palucci, A; Ribezzo, S			Design and application of a lidar fluorosensor system for remote monitoring of phytoplankton	ICES JOURNAL OF MARINE SCIENCE					ICES Symposium on Temporal Variability of Plankton and Their Physico-Chemical Environment	MAR 19-21, 1997	KIEL, GERMANY	Int Council Explorat Sea																					1054-3139					AUG	1998	55	4					793	802		10.1006/jmsc.1998.0404								WOS:000076754200027						
J	Yamaguchi, Y; Kahle, AB; Tsu, H; Kawakami, T; Pniel, M				Yamaguchi, Y; Kahle, AB; Tsu, H; Kawakami, T; Pniel, M			Overview of Advanced Spaceborne Thermal Emission and Reflection Radiometer (ASTER)	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																Namikawa, Laercio/C-5559-2013	Namikawa, Laercio/0000-0001-7847-1804; Yamaguchi, Yasushi/0000-0002-2554-1060												0196-2892					JUL	1998	36	4					1062	1071		10.1109/36.700991								WOS:000074764400004						
J	Kondratyev, KY; Nakajima, T; Sumi, A; Tanaka, T				Kondratyev, KY; Nakajima, T; Sumi, A; Tanaka, T			Priorities of global change and the development of remote sensing in Japan	INTERNATIONAL JOURNAL OF REMOTE SENSING																Nakajima, Teruyuki/H-2370-2013	Nakajima, Teruyuki/0000-0002-9042-504X												0143-1161					MAY 10	1998	19	7					1259	1282		10.1080/014311698215432								WOS:000073575100002						
J	Rothermel, J; Cutten, DR; Hardesty, RM; Menzies, RT; Howell, JN; Johnson, SC; Tratt, DM; Olivier, LD; Banta, RM				Rothermel, J; Cutten, DR; Hardesty, RM; Menzies, RT; Howell, JN; Johnson, SC; Tratt, DM; Olivier, LD; Banta, RM			The Multi-center Airborne Coherent Atmospheric Wind Sensor	BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY																Darby, Lisa/A-8037-2009; Banta, Robert/B-8361-2008; Hardesty, Robert/H-9844-2013; Tratt, David/A-7884-2009	Darby, Lisa/0000-0003-1271-0643; Tratt, David/0000-0002-3942-6848												0003-0007					APR	1998	79	4					581	599		10.1175/1520-0477(1998)079<0581:TMCACA>2.0.CO;2								WOS:000073278800001						
J	Mumby, PJ; Green, EP; Clark, CD; Edwards, AJ				Mumby, PJ; Green, EP; Clark, CD; Edwards, AJ			Digital analysis of multispectral airborne imagery of coral reefs	CORAL REEFS																Edwards, Alasdair/C-9558-2009; Clark, Chris/C-3830-2009; Mumby, Peter/F-9914-2010	Edwards, Alasdair/0000-0002-2979-7389; Clark, Chris/0000-0002-1021-6679; 												0722-4028					APR	1998	17	1					59	69		10.1007/s003380050096								WOS:000073412000012						
J	Zuidema, P; Evans, KF				Zuidema, P; Evans, KF			On the validity of the independent pixel approximation for boundary layer clouds observed during ASTEX	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																Zuidema, Paquita/C-9659-2013	Zuidema, Paquita/0000-0003-4719-372X												2169-897X					MAR 27	1998	103	D6					6059	6074		10.1029/98JD00080								WOS:000072737800009						
J	Kondratyev, KY; Pozdnyakov, DV; Pettersson, LH				Kondratyev, KY; Pozdnyakov, DV; Pettersson, LH			Water quality remote sensing in the visible spectrum	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161					MAR 20	1998	19	5					957	979		10.1080/014311698215810								WOS:000073174700010						
J	Ali, MM; Sharma, R				Ali, MM; Sharma, R			Remote sensing of the marine mixed layer	INDIAN JOURNAL OF MARINE SCIENCES																	, Ali/0000-0002-3821-6099												0379-5136					MAR	1998	27	1					26	29										WOS:000073494900005						
J	Fujikake, H; Takizawa, K; Aida, T; Kikuchi, H; Fujii, T; Kawakita, M				Fujikake, H; Takizawa, K; Aida, T; Kikuchi, H; Fujii, T; Kawakita, M			Electrically-controllable liquid crystal polarizing filter for eliminating reflected light	OPTICAL REVIEW																													1340-6000					MAR-APR	1998	5	2					93	98		10.1007/s10043-998-0093-x								WOS:000075315400006						
J	Rothermel, J; Olivier, LD; Banta, RM; Hardesty, RM; Howell, JN; Cutten, DR; Johnson, SC; Menzies, RT; Tratt, DM				Rothermel, J; Olivier, LD; Banta, RM; Hardesty, RM; Howell, JN; Cutten, DR; Johnson, SC; Menzies, RT; Tratt, DM			Remote sensing of multi-level wind fields with high-energy airborne scanning coherent Doppler lidar	OPTICS EXPRESS																Tratt, David/A-7884-2009; Hardesty, Robert/H-9844-2013; Banta, Robert/B-8361-2008	Tratt, David/0000-0002-3942-6848; 												1094-4087					JAN 19	1998	2	2					40	50		10.1364/OE.2.000040								WOS:000076045700003	19377577					
J	McGoldrick, M; Leach, J				McGoldrick, M; Leach, J			Use of a semi-submersible vessel to supplement satellite data in mapping the sub-tidal environment of Lonsdale Bight, Australia	MARINE AND FRESHWATER RESEARCH					International Conference on the Ecology of Estuaries and Soft-Sediment Habitats	FEB, 1997	DEAKIN UNIV, GEELONG, AUSTRALIA		DEAKIN UNIV																				1323-1650						1998	49	8					875	878		10.1071/MF97095								WOS:000078495500012						
J	Capone, DG; Subramaniam, A; Montoya, JP; Voss, M; Humborg, C; Johansen, AM; Siefert, RL; Carpenter, EJ				Capone, DG; Subramaniam, A; Montoya, JP; Voss, M; Humborg, C; Johansen, AM; Siefert, RL; Carpenter, EJ			An extensive bloom of the N-2-fixing cyanobacterium Trichodesmium erythraeum in the central Arabian Sea	MARINE ECOLOGY PROGRESS SERIES																Humborg, Christoph/C-4756-2015; Montoya, Joseph/C-3115-2013	Humborg, Christoph/0000-0002-0649-5599; Montoya, Joseph/0000-0001-7197-4660; Voss, Maren/0000-0002-5827-9062; Subramaniam, Ajit/0000-0003-1316-5827												0171-8630						1998	172						281	292		10.3354/meps172281								WOS:000076817000024						
J	Davis, AB; Marshak, A; Cahalan, RF; Wiscombe, WJ				Davis, AB; Marshak, A; Cahalan, RF; Wiscombe, WJ			Interactions: Solar and laser beams in stratus clouds, fractals & multifractals in climate & remote-sensing studies	FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY					Fractal 97 Meeting	APR 08-11, 1997	ESTES PK, CO	Univ Denver								Marshak, Alexander/D-5671-2012; Wiscombe, Warren/D-4665-2012; Cahalan, Robert/E-3462-2012	Wiscombe, Warren/0000-0001-6844-9849; Cahalan, Robert/0000-0001-9724-1270												0218-348X	1793-6543				OCT	1997	5			S			129	166		10.1142/S0218348X97000875								WOS:000072151600009						
J	Zellmer, JT; Eastman, SM				Zellmer, JT; Eastman, SM			Incorporation of historical aerial photographs and land-use information into environmental site assessments	ENVIRONMENTAL & ENGINEERING GEOSCIENCE																													1078-7275					FAL	1997	3	3					431	441										WOS:000073842400009						
J	Nasr, S; ElRaey, M; Ezzat, H; Ibrahim, A				Nasr, S; ElRaey, M; Ezzat, H; Ibrahim, A			Geographical information system analysis for sediments, heavy metals and pesticides in Abu-Qir Bay, Egypt	JOURNAL OF COASTAL RESEARCH																													0749-0208					FAL	1997	13	4					1233	1237										WOS:A1997XZ99900025						
J	Mazel, CH				Mazel, CH			Diver-operated instrument for in situ measurement of spectral fluorescence and reflectance of benthic marine organisms and substrates	OPTICAL ENGINEERING																													0091-3286					SEP	1997	36	9					2612	2617		10.1117/1.601486								WOS:A1997XV84600034						
J	Davies, J; Foster-Smith, R; Sotheran, IS				Davies, J; Foster-Smith, R; Sotheran, IS			Marine biological mapping for environment management using acoustic ground discrimination systems and geographic information systems	UNDERWATER TECHNOLOGY																													0141-0814					FAL	1997	22	4					167	172		10.3723/175605497783260073								WOS:000071855400004						
J	Husar, RB; Prospero, JM; Stowe, LL				Husar, RB; Prospero, JM; Stowe, LL			Characterization of tropospheric aerosols over the oceans with the NOAA advanced very high resolution radiometer optical thickness operational product	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																Husar, Rudolf/A-9000-2009	Prospero, Joseph/0000-0003-3608-6160												2169-897X	2169-8996				JUL 27	1997	102	D14					16889	16909		10.1029/96JD04009								WOS:A1997XN38400036						
J	Melack, JM; Dozier, J; Goldman, CR; Greenland, D; Milner, AM; Naiman, RJ				Melack, JM; Dozier, J; Goldman, CR; Greenland, D; Milner, AM; Naiman, RJ			Effects of climate change on inland waters of the Pacific Coastal Mountains and Western Great Basin of North America	HYDROLOGICAL PROCESSES					Symposium on Regional Assessment of Freshwater Ecosystems and Climate Change in North America	OCT 24-26, 1994	LEESBURG, VA	Amer Soc Limnol & Oceanog, N Amer Benthol Soc, US EPA, US Geol Survey								Dozier, Jeff/B-7364-2009; Naiman, Robert /K-3113-2012	Dozier, Jeff/0000-0001-8542-431X; 												0885-6087					JUN 30	1997	11	8					971	992		10.1002/(SICI)1099-1085(19970630)11:8<971::AID-HYP514>3.0.CO;2-Y								WOS:A1997XL94700008						
J	Mobley, CD; Stramski, D				Mobley, CD; Stramski, D			Effects of microbial particles on oceanic optics: Methodology for radiative transfer modeling and example simulations	LIMNOLOGY AND OCEANOGRAPHY																													0024-3590					MAY	1997	42	3					550	560		10.4319/lo.1997.42.3.0550								WOS:A1997XZ09100014						
J	Tremblay, JE; Klein, B; Legendre, L; Rivkin, RB; Therriault, JC				Tremblay, JE; Klein, B; Legendre, L; Rivkin, RB; Therriault, JC			Estimation of f-ratios in oceans based on phytoplankton size structure	LIMNOLOGY AND OCEANOGRAPHY																													0024-3590					MAY	1997	42	3					595	601		10.4319/lo.1997.42.3.0595								WOS:A1997XZ09100020						
J	Nieke, B; Vincent, WF; Therriault, JC; Legendre, L; Berthon, JF; Condal, A				Nieke, B; Vincent, WF; Therriault, JC; Legendre, L; Berthon, JF; Condal, A			Use of a ship-borne laser fluorosensor for remote sensing of chlorophyll a in a coastal environment	REMOTE SENSING OF ENVIRONMENT																Vincent, Warwick/C-9522-2009	Vincent, Warwick/0000-0001-9055-1938												0034-4257					MAY	1997	60	2					140	152		10.1016/S0034-4257(96)00177-0								WOS:A1997WU37800004						
J	Pasqualini, V; PergentMartini, C; Fernandez, C; Pergent, G				Pasqualini, V; PergentMartini, C; Fernandez, C; Pergent, G			The use of airborne remote sensing for benthic cartography: Advantages and reliability	INTERNATIONAL JOURNAL OF REMOTE SENSING																Pasqualini, Vanina/D-7255-2012; FERNANDEZ, Catherine/A-2556-2009	Pasqualini, Vanina/0000-0001-5919-4805; FERNANDEZ, Catherine/0000-0002-6868-4774												0143-1161					MAR 20	1997	18	5					1167	1177		10.1080/014311697218638								WOS:A1997WN94900011						
J	Sasaki, M; Suzuki, M; Murata, K				Sasaki, M; Suzuki, M; Murata, K			Remote sensing of snowpack by microwave radiometer mounted on satellite	ELECTRONICS AND COMMUNICATIONS IN JAPAN PART I-COMMUNICATIONS																													8756-6621					MAR	1997	80	3					58	66										WOS:A1997WU55100006						
J	Goodberlet, MA; Swift, CT; Kiley, KP; Miller, JL; Zaitzeff, JB				Goodberlet, MA; Swift, CT; Kiley, KP; Miller, JL; Zaitzeff, JB			Microwave remote sensing of coastal zone salinity	JOURNAL OF COASTAL RESEARCH																													0749-0208					SPR	1997	13	2					363	372										WOS:A1997WW93600008						
J	Wass, PD; Marks, SD; Finch, JW; Leeks, GJL; Ingram, JK				Wass, PD; Marks, SD; Finch, JW; Leeks, GJL; Ingram, JK			Monitoring and preliminary interpretation of in-river turbidity and remote sensed imagery for suspended sediment transport studies in the Humber catchment	SCIENCE OF THE TOTAL ENVIRONMENT																Finch, Jon/K-2635-2012	Finch, Jon/0000-0002-7886-1500												0048-9697					FEB 24	1997	194						263	283		10.1016/S0048-9697(96)05370-3								WOS:A1997WT64600023						
J	Considine, GD				Considine, GD			Modeling the diurnal variability in cloud microphysics in boundary layer clouds	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																													2169-897X	2169-8996				JAN 27	1997	102	D2					1717	1726		10.1029/96JD02997								WOS:A1997WE65000003						
J	Chambers, LH; Wielicki, BA; Evans, KF				Chambers, LH; Wielicki, BA; Evans, KF			Accuracy of the independent pixel approximation for satellite estimates of oceanic boundary layer cloud optical depth	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																													2169-897X					JAN 27	1997	102	D2					1779	1794		10.1029/96JD02995								WOS:A1997WE65000007						
J	Acker, JG; Brown, CW; Hine, AC				Acker, JG; Brown, CW; Hine, AC			The 'CORSAGE' programme: Continuous orbital remote sensing of archipelagic geochemical effects	INTERNATIONAL JOURNAL OF REMOTE SENSING																Brown, Christopher/B-8213-2008	Brown, Christopher/0000-0002-9905-6391												0143-1161					JAN 20	1997	18	2					305	321		10.1080/014311697219088								WOS:A1997WF60500006						
J	Roques, D; Rangin, C; Huchon, P				Roques, D; Rangin, C; Huchon, P			Geometry and sense of motion along the Vietnam continental margin: onshore/offshore Da Nang area	BULLETIN DE LA SOCIETE GEOLOGIQUE DE FRANCE																HUCHON, Philippe/A-8578-2008	HUCHON, Philippe/0000-0002-8463-7054												0037-9409						1997	168	4					413	422										WOS:A1997XZ12100002						
J	Maracchi, G; Conese, C; Manselli, F; Bravetti, L				Maracchi, G; Conese, C; Manselli, F; Bravetti, L			Assessment and examination of coastal vegetation deterioration by means of landsat TM data	JOURNAL OF COASTAL RESEARCH																													0749-0208					WIN	1996	12	1					103	111										WOS:A1996TW33400011						
J	Redfern, H; Williams, RG				Redfern, H; Williams, RG			Remote sensing: Latest developments and uses	JOURNAL OF THE CHARTERED INSTITUTION OF WATER AND ENVIRONMENTAL MANAGEMENT																													0951-7359					DEC	1996	10	6					423	428										WOS:A1996WB51600007						
J	Philpot, W				Philpot, W			Remote sensing for marine and coastal environments	MARINE TECHNOLOGY SOCIETY JOURNAL																													0025-3324					WIN	1996	30	4					3	3										WOS:A1996WW78500001						
J	Tack, RE; Nazarenko, D				Tack, RE; Nazarenko, D			Canada's commercial remote sensing model: Paying dividends in marine applications	MARINE TECHNOLOGY SOCIETY JOURNAL																													0025-3324					WIN	1996	30	4					57	61										WOS:A1996WW78500009						
J	Morel, A; Gentili, B				Morel, A; Gentili, B			Diffuse reflectance of oceanic waters .3. Implication of bidirectionality for the remote-sensing problem	APPLIED OPTICS																													0003-6935					AUG 20	1996	35	24					4850	4862		10.1364/AO.35.004850								WOS:A1996VC32000024	21102911					
J	Cazenave, A; Schaeffer, P; Berge, M; Brossier, C; Dominh, K; Gennero, MC				Cazenave, A; Schaeffer, P; Berge, M; Brossier, C; Dominh, K; Gennero, MC			High-resolution mean sea surface computed with altimeter data of ERS-1 (geodetic mission) and Topex-Poseidon	GEOPHYSICAL JOURNAL INTERNATIONAL																													0956-540X					JUN	1996	125	3					696	704		10.1111/j.1365-246X.1996.tb06017.x								WOS:A1996UP51100003						
J	Behera, BK; Tripathy, GK; Inamdar, AB; Asolekar, SR				Behera, BK; Tripathy, GK; Inamdar, AB; Asolekar, SR			Assessment of turbidity of seawater using remote sensing data	INDIAN JOURNAL OF MARINE SCIENCES					National Seminar on Conservation and Sustainable Development of Coastal Resources	DEC 14-17, 1994	BURHAMPUR, INDIA																						0379-5136					JUN	1996	25	2					103	108										WOS:A1996UN03200005						
J	Dickinson, S; Brown, RA				Dickinson, S; Brown, RA			A study of near-surface winds in marine cyclones using multiple satellite sensors	JOURNAL OF APPLIED METEOROLOGY																													0894-8763					JUN	1996	35	6					769	781		10.1175/1520-0450(1996)035<0769:ASONSW>2.0.CO;2								WOS:A1996UV41900001						
J	Asher, WE; Karle, LM; Higgins, BJ; Farley, PJ; Monahan, EC; Leifer, IS				Asher, WE; Karle, LM; Higgins, BJ; Farley, PJ; Monahan, EC; Leifer, IS			The influence of bubble plumes on air-seawater gas transfer velocities	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																													0148-0227					MAY 15	1996	101	C5					12027	12041		10.1029/96JC00121								WOS:A1996UL25800012						
J	Telford, JW				Telford, JW			Clouds with turbulence; The role of entrainment	ATMOSPHERIC RESEARCH																													0169-8095					MAY	1996	40	2-4					261	282		10.1016/0169-8095(95)00038-0								WOS:A1996UR63800007						
J	Barducci, A; Pippi, I				Barducci, A; Pippi, I			Temperature and emissivity retrieval from remotely sensed images using the ''grey body emissivity'' method	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																													0196-2892					MAY	1996	34	3					681	695		10.1109/36.499748								WOS:A1996UM31400009						
J	Lutz, VA; Sathyendranath, S; Head, EJH				Lutz, VA; Sathyendranath, S; Head, EJH			Absorption coefficient of phytoplankton: Regional variations in the North Atlantic	MARINE ECOLOGY PROGRESS SERIES																													0171-8630					MAY	1996	135	1-3					197	213		10.3354/meps135197								WOS:A1996UQ14500018						
J	Trathan, PN; Croxall, JP; Murpby, EJ				Trathan, PN; Croxall, JP; Murpby, EJ			Dynamics of Antarctic penguin populations in relation to interannual variability in sea ice distribution	POLAR BIOLOGY																													0722-4060					MAY	1996	16	5					321	330										WOS:A1996UM01000002						
